Molecule ChEMBL ID,Standard Value
CHEMBL3894958,100.0
CHEMBL3892984,436.0
CHEMBL4109195,20.0
CHEMBL3943689,100.0
CHEMBL3897697,3796.0
CHEMBL3893767,2311.0
CHEMBL3901110,100.0
CHEMBL3947203,1000.0
CHEMBL3938253,100.0
CHEMBL2022711,1219.0
CHEMBL4109253,3.5
CHEMBL255272,70.0
CHEMBL255098,216.0
CHEMBL5094876,10.0
CHEMBL4088438,120.0
CHEMBL4089379,6.166
CHEMBL3904543,1000.0
CHEMBL3914020,1000.0
CHEMBL5091019,14.0
CHEMBL3897604,1000.0
CHEMBL4113046,330.0
CHEMBL4111300,280.0
CHEMBL3912863,100.0
CHEMBL4109087,690.0
CHEMBL4109565,12.0
CHEMBL4115220,5621.0
CHEMBL4109570,200.0
CHEMBL4113079,250.0
CHEMBL4070214,7.0
CHEMBL4483477,97.0
CHEMBL4085735,5.0
CHEMBL3353206,138.0
CHEMBL4536303,478.0
CHEMBL4518357,533.0
CHEMBL4446042,2725.0
CHEMBL4466893,261.0
CHEMBL4750612,
CHEMBL4776639,
CHEMBL4456105,5000.0
CHEMBL4782731,514.0
CHEMBL4777409,6.5
CHEMBL4452936,56.0
CHEMBL4763127,1600.0
CHEMBL4747510,375.0
CHEMBL4779374,256.0
CHEMBL4068127,1600.0
CHEMBL4448950,0.099
CHEMBL4462890,
CHEMBL4282348,1659.59
CHEMBL3634614,1.0
CHEMBL3634616,0.4
CHEMBL4290222,416.87
CHEMBL4778668,10000.0
CHEMBL3403455,1000.0
CHEMBL4286802,361.0
CHEMBL3904350,2738.0
CHEMBL3960624,1000.0
CHEMBL2381601,1500.0
CHEMBL4288305,359.0
CHEMBL5088588,4.0
CHEMBL4060699,35.0
CHEMBL4067181,3.0
CHEMBL4080574,2.0
CHEMBL4276955,69.0
CHEMBL4072239,1800.0
CHEMBL4745104,7.7
CHEMBL4648225,
CHEMBL4101649,9.0
CHEMBL4790546,2000.0
CHEMBL3361252,140.0
CHEMBL4087063,35.0
CHEMBL4079194,300.0
CHEMBL4797475,110.0
CHEMBL3735448,150.0
CHEMBL1650545,1000.0
CHEMBL4106933,13.1
CHEMBL4108168,8.0
CHEMBL4106997,9.6
CHEMBL4106902,6.8
CHEMBL4113687,10.5
CHEMBL4524886,230.0
CHEMBL3947682,5.5
CHEMBL3931002,2.3
CHEMBL4288305,33.0
CHEMBL4280559,140.0
CHEMBL4280559,138.04
CHEMBL4290202,207.0
CHEMBL4764582,5.7
CHEMBL3965205,8.7
CHEMBL4111056,10.6
CHEMBL4063689,4.571
CHEMBL4106870,1.0
CHEMBL4114476,3.6
CHEMBL4752190,10000.0
CHEMBL3958762,218.0
CHEMBL3980247,100.0
CHEMBL3343052,30000.0
CHEMBL3966782,100.0
CHEMBL3961746,100.0
CHEMBL4746921,
CHEMBL4528699,122.0
CHEMBL4641886,5.2
CHEMBL4632511,
CHEMBL3898528,100.0
CHEMBL4106466,851.0
CHEMBL3982323,720.0
CHEMBL4647594,2900.0
CHEMBL4641886,410.0
CHEMBL4642013,230.0
CHEMBL3634379,44.0
CHEMBL4438027,60.0
CHEMBL4643371,1700.0
CHEMBL4464832,53.0
CHEMBL4096246,10000.0
CHEMBL3622518,4200.0
CHEMBL4648225,6900.0
CHEMBL3897856,1000.0
CHEMBL3931431,1000.0
CHEMBL3917340,22.9
CHEMBL3894436,1000.0
CHEMBL4112464,9.3
CHEMBL4789200,1700.0
CHEMBL4060298,470.0
CHEMBL4108187,3.3
CHEMBL3958335,6561.0
CHEMBL3926919,100.0
CHEMBL3982787,1000.0
CHEMBL3929903,361.0
CHEMBL4112226,5.9
CHEMBL3894173,6.5
CHEMBL3975532,300.0
CHEMBL4075955,4.7
CHEMBL4793398,8.7
CHEMBL500069,456.0
CHEMBL4582179,21.0
CHEMBL4459066,38.0
CHEMBL3963886,1.6
CHEMBL4276946,100000.0
CHEMBL3634380,1.0
CHEMBL3622513,67.0
CHEMBL3622512,78.0
CHEMBL3622532,100.0
CHEMBL4754408,3.7
CHEMBL4647567,900.0
CHEMBL4648202,2800.0
CHEMBL4649875,1100.0
CHEMBL380009,30000.0
CHEMBL3913349,2465.0
CHEMBL3984346,24.0
CHEMBL3893606,3.3
CHEMBL4294631,42.66
CHEMBL4282348,78.0
CHEMBL4556866,48.0
CHEMBL4113092,4.1
CHEMBL4115019,1.9
CHEMBL3950656,41.0
CHEMBL4515682,60.0
CHEMBL4474636,8.0
CHEMBL3590476,6.0
CHEMBL4582624,46.0
CHEMBL4438228,69.0
CHEMBL4548760,130.0
CHEMBL3601192,55.0
CHEMBL3634378,40.0
CHEMBL4109711,12.1
CHEMBL4109175,225.0
CHEMBL3634506,3.0
CHEMBL3634510,20.0
CHEMBL3634511,9.0
CHEMBL3393607,10000.0
CHEMBL4569547,56.0
CHEMBL5083561,320.0
CHEMBL3353211,100.0
CHEMBL4782804,10000.0
CHEMBL3634378,2.0
CHEMBL4294035,804.0
CHEMBL4294035,812.83
CHEMBL1739550,56.0
CHEMBL4785986,12.5
CHEMBL5085200,18.0
CHEMBL3981674,49.0
CHEMBL3958291,1000.0
CHEMBL4294023,16.0
CHEMBL3969158,1000.0
CHEMBL3955114,100.0
CHEMBL3890971,203.0
CHEMBL3601071,3.0
CHEMBL5073141,25.0
CHEMBL4747690,2600.0
CHEMBL3590486,4.0
CHEMBL3590489,23.0
CHEMBL4109670,6.1
CHEMBL3946151,15.7
CHEMBL3971885,739.0
CHEMBL3985685,100.0
CHEMBL3947045,1050.0
CHEMBL4107384,13.0
CHEMBL4108811,6.2
CHEMBL5075213,368.0
CHEMBL4110610,5.3
CHEMBL3917215,1000.0
CHEMBL3936975,1000.0
CHEMBL4111135,2261.0
CHEMBL4108994,11.9
CHEMBL3634383,3.0
CHEMBL5075301,2.0
CHEMBL5085979,10.0
CHEMBL5079990,5.0
CHEMBL4109283,27.0
CHEMBL4114946,22.0
CHEMBL4110735,3.4
CHEMBL4110735,3.0
CHEMBL3622530,114.0
CHEMBL4113859,3.5
CHEMBL3980604,3.4
CHEMBL4763746,1000.0
CHEMBL3590471,95.0
CHEMBL3403437,2570.0
CHEMBL3353194,5.3
CHEMBL4788568,840.0
CHEMBL4753038,10000.0
CHEMBL3894869,1000.0
CHEMBL3935941,1000.0
CHEMBL3942404,1000.0
CHEMBL3951041,100.0
CHEMBL3979995,1000.0
CHEMBL3586494,150.0
CHEMBL4647567,290.0
CHEMBL4648202,570.0
CHEMBL4644871,
CHEMBL4643371,12000.0
CHEMBL3590437,9200.0
CHEMBL2385543,26000.0
CHEMBL3586502,100.0
CHEMBL4649636,210.0
CHEMBL4290222,93.33
CHEMBL4107116,2.6
CHEMBL3929267,65.0
CHEMBL3634615,12.0
CHEMBL4109711,36.0
CHEMBL3933431,100.0
CHEMBL3622525,85.0
CHEMBL3403451,3012000.0
CHEMBL3651966,10000.0
CHEMBL3314140,30000.0
CHEMBL4293607,141.25
CHEMBL5087312,19.0
CHEMBL3586499,2100.0
CHEMBL3634503,2.0
CHEMBL4094760,570.0
CHEMBL3590477,0.8
CHEMBL3634504,1.0
CHEMBL3634507,1.0
CHEMBL4794821,7.7
CHEMBL4784487,9.3
CHEMBL3590477,12.0
CHEMBL3634382,1.0
CHEMBL3634504,17.0
CHEMBL3634507,24.0
CHEMBL259375,4800.0
CHEMBL4110998,14.7
CHEMBL4108464,2.4
CHEMBL3955569,16.3
CHEMBL4115550,17.5
CHEMBL3974245,1600.0
CHEMBL3900478,330.0
CHEMBL3983974,780.0
CHEMBL4097418,23.0
CHEMBL4747510,41.0
CHEMBL4645407,1160.0
CHEMBL4778492,40.8
CHEMBL4784830,1000.0
CHEMBL4780218,49.7
CHEMBL4798725,1000.0
CHEMBL3353185,100.0
CHEMBL3586485,44.0
CHEMBL4799763,1000.0
CHEMBL3634513,1.0
CHEMBL3353184,100.0
CHEMBL3353220,8.0
CHEMBL5082351,2.0
CHEMBL3798011,1000.0
CHEMBL3906601,100.0
CHEMBL3905346,1000.0
CHEMBL3975182,100.0
CHEMBL3892724,110.0
CHEMBL3601083,852.0
CHEMBL3601185,87.0
CHEMBL4750066,70.7
CHEMBL4568087,23.0
CHEMBL3950439,1000.0
CHEMBL3935363,455.0
CHEMBL3954918,3461.0
CHEMBL3924130,29.0
CHEMBL3905205,1000.0
CHEMBL4463887,5000.0
CHEMBL4466563,542.0
CHEMBL4467839,1100.0
CHEMBL3912499,1000.0
CHEMBL3972673,11.0
CHEMBL4434908,477.0
CHEMBL4109402,3.0
CHEMBL4780605,65.5
CHEMBL5084495,25.0
CHEMBL4108104,5.0
CHEMBL5074470,1.9
CHEMBL5088802,1.5
CHEMBL4788995,80.3
CHEMBL3634513,26.0
CHEMBL3932684,54.0
CHEMBL3933351,10.4
CHEMBL3977923,18.6
CHEMBL3914855,4.6
CHEMBL4107855,2.4
CHEMBL4110687,5.5
CHEMBL4109707,8.5
CHEMBL3894635,8.3
CHEMBL4114915,5.8
CHEMBL4110124,2.1
CHEMBL4108854,4.7
CHEMBL4106804,1.0
CHEMBL4110216,1.5
CHEMBL3938824,3.3
CHEMBL4091434,0.5
CHEMBL4093120,0.3
CHEMBL3954925,3.4
CHEMBL3981034,5.2
CHEMBL4113092,2.3
CHEMBL3974589,1000.0
CHEMBL3973807,3.5
CHEMBL3975254,1.8
CHEMBL4108575,1.0
CHEMBL3947755,2.6
CHEMBL4112418,4.8
CHEMBL4107696,2.1
CHEMBL4115545,15.2
CHEMBL4581832,17.0
CHEMBL3897707,8.9
CHEMBL3973967,13.4
CHEMBL4290202,208.93
CHEMBL3586506,20.0
CHEMBL3586500,280.0
CHEMBL379985,400.0
CHEMBL4537890,7.2
CHEMBL4468790,0.38
CHEMBL210887,150.0
CHEMBL4762381,443.0
CHEMBL4109510,167.0
CHEMBL3983208,15.0
CHEMBL4112080,2403.0
CHEMBL4109344,81.0
CHEMBL3976387,2800.0
CHEMBL4108838,40.0
CHEMBL380097,6500.0
CHEMBL377259,800.0
CHEMBL210822,2000.0
CHEMBL210714,30000.0
CHEMBL3893544,11.1
CHEMBL4111627,2.5
CHEMBL4796463,1000.0
CHEMBL3900811,6.9
CHEMBL4109750,20.0
CHEMBL4107529,2.6
CHEMBL3964003,6.0
CHEMBL4113086,180.0
CHEMBL4106474,4500.0
CHEMBL3922141,7.5
CHEMBL3985083,3.9
CHEMBL4083655,37.1
CHEMBL4108791,8.0
CHEMBL4107459,5.0
CHEMBL3940600,130.0
CHEMBL4113923,923.0
CHEMBL4113207,7.8
CHEMBL4107134,1.7
CHEMBL3925452,4.1
CHEMBL4472720,4381.0
CHEMBL4523017,169.0
CHEMBL4784692,17.5
CHEMBL3590478,0.3
CHEMBL3621219,11.0
CHEMBL3590492,3.0
CHEMBL3590485,21.0
CHEMBL4798892,260.0
CHEMBL4447180,259.0
CHEMBL4475493,3649.0
CHEMBL4534461,212.0
CHEMBL4552628,3000.0
CHEMBL4545898,0.081
CHEMBL4288305,363.08
CHEMBL4570872,1605.0
CHEMBL3948538,3.3
CHEMBL4112374,2.2
CHEMBL4112023,7.1
CHEMBL3919803,12.4
CHEMBL3911840,4.4
CHEMBL4111058,2.8
CHEMBL4114850,2.6
CHEMBL3951199,6.1
CHEMBL3943142,14.9
CHEMBL3907387,3.5
CHEMBL4115550,18.2
CHEMBL3983180,8.5
CHEMBL3916413,8.1
CHEMBL3898994,6.2
CHEMBL4111861,1.9
CHEMBL4107752,2.8
CHEMBL4114234,141.0
CHEMBL4108523,6.8
CHEMBL4107511,1.9
CHEMBL3947682,5.5
CHEMBL4113937,3.7
CHEMBL4632511,7.0
CHEMBL4634922,920.0
CHEMBL3403452,1081000.0
CHEMBL3403453,42000.0
CHEMBL3403454,1000.0
CHEMBL4061493,146.0
CHEMBL4092338,4.6
CHEMBL4075552,115.0
CHEMBL3353206,32.0
CHEMBL4061801,87.1
CHEMBL4084228,52.1
CHEMBL3920766,13.0
CHEMBL3949690,4.7
CHEMBL4115033,2.2
CHEMBL3900682,1.7
CHEMBL4781702,10000.0
CHEMBL3586505,100.0
CHEMBL3930843,6559.0
CHEMBL3951738,133.0
CHEMBL3948588,1000.0
CHEMBL3901586,1000.0
CHEMBL3942073,100.0
CHEMBL3936270,15.9
CHEMBL3974236,156.0
CHEMBL4115098,26.0
CHEMBL4108677,2.1
CHEMBL3934549,5.9
CHEMBL4112814,2.9
CHEMBL3983043,3.8
CHEMBL3945800,1.8
CHEMBL3984714,1000.0
CHEMBL3976077,81.0
CHEMBL4112477,4.1
CHEMBL4112067,14.2
CHEMBL3931480,6.8
CHEMBL4086053,30000.0
CHEMBL4113892,2.8
CHEMBL4114306,1.6
CHEMBL4115121,1.8
CHEMBL4784448,10000.0
CHEMBL3353196,2.8
CHEMBL3352825,5.6
CHEMBL3955028,7337.0
CHEMBL3905240,100.0
CHEMBL4079234,58.0
CHEMBL3925181,1000.0
CHEMBL3361254,7.5
CHEMBL4520946,0.2
CHEMBL3932601,1000.0
CHEMBL4110098,1.8
CHEMBL210366,2000.0
CHEMBL208743,30000.0
CHEMBL4750822,2000.0
CHEMBL4539647,400.0
CHEMBL4109721,2000.0
CHEMBL4113183,62.0
CHEMBL4115050,13.0
CHEMBL4747796,1000.0
CHEMBL4742305,102.5
CHEMBL3634613,0.3
CHEMBL4111157,138.0
CHEMBL3976860,
CHEMBL4758114,1500.0
CHEMBL4799964,52.2
CHEMBL4791626,55.0
CHEMBL4782801,128.0
CHEMBL4782731,16.7
CHEMBL4798349,
CHEMBL4761337,730.0
CHEMBL4780645,2000.0
CHEMBL4777489,1400.0
CHEMBL3353217,100.0
CHEMBL4107316,4.8
CHEMBL4078222,2.0
CHEMBL4063127,250.0
CHEMBL4763804,10000.0
CHEMBL4757434,1000.0
CHEMBL4744403,1000.0
CHEMBL4097847,4300.0
CHEMBL4777817,1000.0
CHEMBL4749598,170.0
CHEMBL4080574,58.0
CHEMBL4075333,270.0
CHEMBL4081502,8.0
CHEMBL4741488,24.6
CHEMBL3353199,0.32
CHEMBL4778959,220.0
CHEMBL4748045,340.0
CHEMBL3353214,100.0
CHEMBL4102501,42.0
CHEMBL3900722,717.0
CHEMBL3897287,1000.0
CHEMBL3960060,833.0
CHEMBL3899780,1000.0
CHEMBL3964132,100.0
CHEMBL3937953,3083.0
CHEMBL3937950,6.6
CHEMBL4788562,797.0
CHEMBL4790506,5.0
CHEMBL4111012,3.1
CHEMBL3922475,2.4
CHEMBL4114474,11.8
CHEMBL4115626,550.0
CHEMBL3940395,640.0
CHEMBL4114246,537.0
CHEMBL3922099,1000.0
CHEMBL3970139,11.4
CHEMBL3919364,5.6
CHEMBL4108659,7.7
CHEMBL4110840,1.1
CHEMBL4110746,3.4
CHEMBL4112023,2.8
CHEMBL4748082,55.4
CHEMBL3935695,3.2
CHEMBL3971525,27.0
CHEMBL3622513,67.0
CHEMBL4106833,93.6
CHEMBL4114620,6.5
CHEMBL3906831,564.2
CHEMBL4112534,5.6
CHEMBL4108971,151.0
CHEMBL4115519,5.6
CHEMBL4112396,6.2
CHEMBL4781999,32.3
CHEMBL3967068,7.0
CHEMBL4283453,2340.0
CHEMBL4286802,88.0
CHEMBL4278882,22.0
CHEMBL3964623,100.0
CHEMBL4114884,3147.0
CHEMBL4796558,3.6
CHEMBL4757349,9.0
CHEMBL4757094,42.0
CHEMBL4111716,158.0
CHEMBL4111648,6.9
CHEMBL4115332,1691.0
CHEMBL3622523,79.0
CHEMBL4551768,98.0
CHEMBL4576141,170.0
CHEMBL4111164,169.0
CHEMBL4784270,1000.0
CHEMBL4112884,4.5
CHEMBL4111161,17.0
CHEMBL4536517,2.1
CHEMBL4459509,140.0
CHEMBL4077215,63.0
CHEMBL4085199,0.6
CHEMBL4097089,280.0
CHEMBL3959468,2626.0
CHEMBL4112994,213.5
CHEMBL4292700,358.0
CHEMBL4106852,1114.0
CHEMBL4283453,671.0
CHEMBL4112161,7.0
CHEMBL4063127,99.0
CHEMBL4568894,0.11
CHEMBL4291706,1530.0
CHEMBL4288288,741.31
CHEMBL4278882,194.98
CHEMBL3962169,100.0
CHEMBL3905293,76.0
CHEMBL4085735,4.786
CHEMBL3919293,306.0
CHEMBL3892251,1000.0
CHEMBL3972075,100.0
CHEMBL3891709,1000.0
CHEMBL4069890,190.0
CHEMBL4750630,3.5
CHEMBL4789126,
CHEMBL3353195,1.5
CHEMBL3361258,100.0
CHEMBL3353216,100.0
CHEMBL4781524,223.0
CHEMBL4800602,
CHEMBL4746200,128.0
CHEMBL4777489,10.6
CHEMBL4776639,2000.0
CHEMBL4069060,2500.0
CHEMBL4783351,514.0
CHEMBL5079737,5.0
CHEMBL4748154,59.0
CHEMBL4761884,47.0
CHEMBL3911443,13.4
CHEMBL5090869,179.0
CHEMBL4109280,2.7
CHEMBL4111561,3.3
CHEMBL4110810,2.8
CHEMBL3956425,1.7
CHEMBL4109707,11.7
CHEMBL3913330,10.0
CHEMBL4113240,14.2
CHEMBL4109739,1.9
CHEMBL3895880,5.3
CHEMBL3945800,4.4
CHEMBL4779496,44.0
CHEMBL3894977,6.0
CHEMBL5084123,12.0
CHEMBL5091192,6.0
CHEMBL5094640,3.0
CHEMBL3900669,1803.0
CHEMBL4746921,309.0
CHEMBL4112990,8.0
CHEMBL4113392,27.0
CHEMBL4108188,3.5
CHEMBL4109952,2.4
CHEMBL4113624,3.2
CHEMBL5087642,1.6
CHEMBL3889905,100.0
CHEMBL3970164,4900.0
CHEMBL4750612,202.0
CHEMBL4106577,5400.0
CHEMBL3964745,10.0
CHEMBL4111280,1.3
CHEMBL4115128,180.0
CHEMBL3971772,300.0
CHEMBL3957950,55.0
CHEMBL3985495,670.0
CHEMBL3957399,330.0
CHEMBL3622513,292.0
CHEMBL4110834,1.1
CHEMBL3986991,13.3
CHEMBL4113871,3.1
CHEMBL3900615,3900.0
CHEMBL4115048,1830.0
CHEMBL4107665,2.2
CHEMBL3986782,4.5
CHEMBL4115268,2.7
CHEMBL4111891,16.8
CHEMBL4113269,17.4
CHEMBL4754306,34.8
CHEMBL4109434,1.7
CHEMBL4466517,460.0
CHEMBL4110394,14.0
CHEMBL4568867,76.0
CHEMBL4474664,20000.0
CHEMBL4518559,66.0
CHEMBL4064661,840.0
CHEMBL4061801,3.7
CHEMBL4075552,4.8
CHEMBL4100091,7.6
CHEMBL4064661,
CHEMBL5094956,2.0
CHEMBL4113269,8.9
CHEMBL3946848,10.0
CHEMBL207464,550.0
CHEMBL4106963,440.0
CHEMBL3622515,135.0
CHEMBL4111171,892.0
CHEMBL3977494,2.0
CHEMBL197603,25000.0
CHEMBL3590477,0.8
CHEMBL4110754,14.7
CHEMBL4109478,90.0
CHEMBL4112383,100.0
CHEMBL377654,30000.0
CHEMBL3932139,4.9
CHEMBL4113026,380.0
CHEMBL4780645,
CHEMBL5071152,10.0
CHEMBL4749646,1400.0
CHEMBL5077968,9.0
CHEMBL5094391,33.0
CHEMBL5090193,6.0
CHEMBL5082986,26.0
CHEMBL3936900,100.0
CHEMBL4798668,5600.0
CHEMBL3963960,100.0
CHEMBL5085436,103.0
CHEMBL5087788,5.0
CHEMBL3961723,5600.0
CHEMBL3908634,100.0
CHEMBL5076447,3.0
CHEMBL3901086,100.0
CHEMBL3921884,100.0
CHEMBL3586491,1000.0
CHEMBL3919434,100.0
CHEMBL5081576,37.0
CHEMBL3940487,100.0
CHEMBL3912320,1000.0
CHEMBL3920053,1000.0
CHEMBL4115149,2.2
CHEMBL4108427,4.9
CHEMBL4112724,3.3
CHEMBL4109831,2.5
CHEMBL4106938,3.9
CHEMBL3928721,100.0
CHEMBL4107151,11.0
CHEMBL4107519,197.0
CHEMBL4079819,4300.0
CHEMBL4787177,2000.0
CHEMBL3586496,1000.0
CHEMBL3893473,24.0
CHEMBL4109386,100.0
CHEMBL3903936,74.0
CHEMBL3909042,1000.0
CHEMBL3986993,1000.0
CHEMBL3944185,100.0
CHEMBL3928107,358.0
CHEMBL3622519,620.0
CHEMBL4472406,0.16
CHEMBL4107163,3.4
CHEMBL3622531,470.0
CHEMBL4114914,16.9
CHEMBL3942383,4.9
CHEMBL4109898,2.6
CHEMBL3933400,10.6
CHEMBL388978,4.51
CHEMBL4112528,1200.0
CHEMBL208166,2000.0
CHEMBL4115100,2.4
CHEMBL3946796,2.0
CHEMBL4762658,10000.0
CHEMBL208561,25000.0
CHEMBL4106530,270.0
CHEMBL4779139,1000.0
CHEMBL206991,1500.0
CHEMBL3957749,1000.0
CHEMBL4114244,1.9
CHEMBL208709,1000.0
CHEMBL5080176,26.0
CHEMBL3622519,620.0
CHEMBL3898529,255.0
CHEMBL4106733,250.0
CHEMBL4111167,26.4
CHEMBL3943289,6.2
CHEMBL3949060,4.8
CHEMBL3932227,13.6
CHEMBL4112163,36.7
CHEMBL4113995,2.0
CHEMBL4113432,2.6
CHEMBL3975410,100.0
CHEMBL4107826,13.2
CHEMBL4115196,57.0
CHEMBL4111862,20.0
CHEMBL3586492,1000.0
CHEMBL3622522,258.0
CHEMBL4108331,70.0
CHEMBL4107848,2.3
CHEMBL4111977,310.0
CHEMBL4113418,34.0
CHEMBL4088216,1000.0
CHEMBL4107475,14.0
CHEMBL3976033,7.0
CHEMBL3952777,4.1
CHEMBL4115508,5.0
CHEMBL4106923,554.0
CHEMBL3924274,4.5
CHEMBL4113185,6.2
CHEMBL3622526,450.0
CHEMBL3962227,340.0
CHEMBL5083433,1.5
CHEMBL256713,24.0
CHEMBL3926115,1000.0
CHEMBL3952093,1000.0
CHEMBL3946284,100.0
CHEMBL3936946,100.0
CHEMBL3940589,516.0
CHEMBL3903575,523.0
CHEMBL3962215,596.0
CHEMBL3983691,1000.0
CHEMBL3894857,100.0
CHEMBL3970564,1000.0
CHEMBL3915971,8361.0
CHEMBL3950362,1000.0
CHEMBL3945811,1000.0
CHEMBL3586511,100.0
CHEMBL3918045,493.0
CHEMBL3586486,100.0
CHEMBL3911353,1000.0
CHEMBL3937006,2062.0
CHEMBL3971677,1000.0
CHEMBL3902196,1000.0
CHEMBL3969785,100.0
CHEMBL3892202,100.0
CHEMBL3890937,100.0
CHEMBL4106868,100.0
CHEMBL5082615,11.0
CHEMBL3353208,100.0
CHEMBL3894435,1000.0
CHEMBL3920056,4.0
CHEMBL3892596,100.0
CHEMBL3982737,2237.0
CHEMBL3952668,7697.0
CHEMBL3892585,650.0
CHEMBL4754560,1000.0
CHEMBL3975355,100.0
CHEMBL3913530,1000.0
CHEMBL3964604,1000.0
