Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,PDB EXPDTA PH,Standard Value
CHEMBL4060298,-8.559,-0.317,-0.951,-1.992,-8.611,-3.776,-0.78,-1.436,-34.14,-10.475,0.731,-0.072,-70.537,-44.615,,470.0
CHEMBL4060511,-8.909,-0.287,-0.903,-2.009,-8.941,-2.647,-0.439,-2.55,-44.796,-9.666,0.512,-0.127,-89.331,-54.462,,3.0
CHEMBL4060699,-9.607,-0.418,-1.188,-2.323,-9.607,-2.594,-0.441,-3.507,-38.688,-10.761,0.584,-0.1,-79.224,-49.45,,35.0
CHEMBL4061227,-9.7,-0.388,-1.135,-2.299,-9.726,-3.09,-0.608,-3.211,-27.028,-11.706,0.336,-0.045,-54.331,-38.734,,16.0
CHEMBL4061493,-9.793,-0.408,-1.177,-2.344,-10.06,-3.696,-0.793,-2.85,-38.313,-8.147,0.517,-0.1,-75.914,-46.46,,146.0
CHEMBL4061801,-9.06,-0.362,-1.06,-2.147,-9.06,-3.298,-0.588,-2.638,-35.199,-7.333,0.483,-0.159,-57.375,-42.532,,87.1
CHEMBL4061890,-10.571,-0.46,-1.307,-2.556,-10.699,-3.235,-0.972,-3.328,-37.602,-10.545,0.393,-0.095,-76.357,-48.147,,5.9
CHEMBL4063127,-8.584,-0.373,-1.061,-2.076,-8.584,-2.988,-0.16,-2.787,-32.698,-8.018,0.348,-0.16,-60.435,-40.716,,250.0
CHEMBL4063472,-9.549,-0.415,-1.181,-2.309,-9.606,-3.192,-0.32,-3.203,-34.253,-11.683,0.574,0.0,-73.326,-45.936,,12.0
CHEMBL4063689,-7.226,-0.361,-0.981,-1.808,-7.241,-2.999,-0.16,-1.772,-29.475,-7.682,0.477,-0.161,-58.306,-37.157,,5.0
CHEMBL4064106,-8.576,-0.245,-0.801,-1.883,-8.663,-4.39,-0.533,-0.705,-50.984,-8.167,0.839,-0.1,-99.058,-59.151,,50.0
CHEMBL4064168,-8.019,-0.349,-0.992,-1.939,-8.036,-3.589,-0.16,-1.61,-32.103,-8.487,0.372,-0.172,-49.306,-40.591,,140.0
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0.0,-56.769,-43.844,,5.0
CHEMBL4064661,-8.764,-0.351,-1.025,-2.077,-8.764,-3.502,-0.456,-2.442,-40.917,-4.69,0.451,-0.065,-66.895,-45.607,,840.0
CHEMBL4065667,-7.701,-0.233,-0.749,-1.713,-7.742,-3.192,-0.489,-0.539,-45.528,-13.285,0.797,-0.05,-83.629,-58.814,,1800.0
CHEMBL4066705,-7.921,-0.305,-0.902,-1.86,-7.921,-3.493,-0.176,-2.198,-43.459,-2.147,0.441,0.0,-64.539,-45.606,,0.1
CHEMBL4067181,-6.611,-0.207,-0.656,-1.48,-6.637,-2.891,0.0,-1.387,-46.186,-3.607,0.508,-0.016,-59.325,-49.793,,82.0
CHEMBL4067302,-6.774,-0.242,-0.735,-1.564,-6.993,-2.948,0.0,-1.775,-44.206,-3.856,0.519,0.0,-67.209,-48.062,,33.0
CHEMBL4067341,-6.755,-0.218,-0.685,-1.523,-6.786,-3.102,-0.32,-0.67,-40.928,-7.936,0.62,-0.077,-70.572,-48.863,,21.0
CHEMBL4068127,-6.891,-0.222,-0.698,-1.554,-8.492,-3.336,-0.495,-1.703,-50.496,-8.805,0.888,0.0,-83.572,-59.302,,10.0
CHEMBL4068348,-7.076,-0.322,-0.901,-1.73,-8.655,-3.432,-0.384,-2.513,-41.995,-5.291,0.567,0.0,-70.334,-47.285,,730.0
CHEMBL4068395,-8.96,-0.427,-1.177,-2.215,-8.96,-2.863,-0.431,-2.696,-35.623,-9.328,0.311,-0.1,-74.998,-44.95,,10.0
CHEMBL4068975,-8.446,-0.291,-0.895,-1.934,-8.498,-3.792,-0.302,-1.756,-39.44,-7.898,0.58,-0.071,-76.381,-47.338,,180.0
CHEMBL4069060,-8.817,-0.42,-1.158,-2.18,-8.817,-2.727,-0.41,-3.018,-33.078,-8.691,0.396,-0.1,-68.012,-41.769,,1500.0
CHEMBL4069200,-9.11,-0.337,-1.012,-2.121,-9.144,-2.591,-0.444,-3.025,-39.72,-9.365,0.418,-0.11,-81.641,-49.085,,3.0
CHEMBL4069224,-8.644,-0.309,-0.937,-1.995,-8.663,-4.176,-0.553,-1.309,-40.286,-8.189,0.617,0.0,-75.863,-48.475,,82.0
CHEMBL4069378,-7.165,-0.326,-0.913,-1.751,-7.281,-2.88,0.0,-2.392,-35.532,-4.279,0.41,0.0,-59.222,-39.811,,1200.0
CHEMBL4069401,-8.579,-0.277,-0.869,-1.935,-8.62,-4.184,-0.327,-1.098,-42.506,-10.758,0.732,-0.003,-76.411,-53.263,,20.0
CHEMBL4069890,-6.253,-0.24,-0.712,-1.468,-6.311,-3.148,-0.19,-1.384,-21.411,-5.449,0.447,-0.148,-29.739,-26.86,,400.0
CHEMBL4070214,-9.392,-0.376,-1.098,-2.226,-9.458,-2.6,-0.434,-3.255,-39.594,-10.56,0.495,-0.1,-85.23,-50.154,,250.0
CHEMBL4070515,-9.011,-0.375,-1.083,-2.157,-9.011,-2.795,-0.639,-2.91,-39.921,-6.304,0.364,-0.089,-63.565,-46.225,,52.3
CHEMBL4071076,-8.028,-0.287,-0.871,-1.853,-8.048,-3.499,-0.577,-0.983,-37.098,-11.174,0.617,-0.074,-72.349,-48.273,,47.0
CHEMBL4071526,-9.041,-0.362,-1.057,-2.143,-9.041,-3.146,-0.478,-2.816,-35.246,-7.713,0.473,-0.155,-63.326,-42.959,,1.9
CHEMBL4072093,-9.499,-0.432,-1.21,-2.322,-9.557,-3.132,-0.45,-3.067,-35.075,-9.752,0.41,-0.1,-76.298,-44.828,,17.0
CHEMBL4072239,-8.036,-0.335,-0.966,-1.923,-8.088,-3.694,-0.456,-1.648,-33.694,-9.971,0.915,-0.025,-69.511,-43.665,,1800.0
CHEMBL4073229,-8.17,-0.264,-0.828,-1.843,-8.208,-4.432,-0.4,-0.96,-45.847,-4.248,0.532,-0.018,-75.864,-50.095,,2000.0
CHEMBL4073250,-8.177,-0.341,-0.983,-1.957,-8.177,-3.491,-0.322,-1.966,-36.62,-7.413,0.693,-0.147,-64.926,-44.034,,23.9
CHEMBL4075333,-9.91,-0.413,-1.191,-2.372,-9.917,-3.115,-0.608,-3.336,-33.609,-9.929,0.362,-0.05,-72.481,-43.538,,280.0
CHEMBL4075552,-8.157,-0.34,-0.98,-1.952,-8.157,-3.344,-0.318,-1.981,-35.124,-7.569,0.525,-0.148,-61.735,-42.693,,115.0
CHEMBL4075758,-6.424,-0.189,-0.612,-1.419,-8.024,-3.72,-0.137,-1.464,-46.52,-7.493,0.756,-0.01,-73.732,-54.013,,10.0
CHEMBL4075948,-7.746,-0.323,-0.931,-1.854,-7.772,-3.799,-0.32,-1.557,-43.491,-5.88,0.96,0.0,-77.276,-49.371,,170.0
CHEMBL4075955,-8.561,-0.268,-0.849,-1.917,-8.602,-4.217,-0.526,-0.983,-45.818,-9.089,0.79,-0.012,-82.525,-54.907,,5.0
CHEMBL4076912,-8.074,-0.323,-0.944,-1.914,-8.074,-2.86,-0.261,-2.643,-37.03,-4.751,0.338,-0.084,-59.527,-41.78,,29.2
CHEMBL4077215,-9.272,-0.442,-1.218,-2.292,-9.288,-2.513,-0.608,-3.559,-28.038,-9.932,0.306,-0.023,-58.94,-37.97,,13.0
CHEMBL4077863,-7.081,-0.215,-0.688,-1.575,-8.681,-3.998,0.0,-1.199,-55.821,-9.98,0.803,0.0,-90.163,-65.801,,5000.0
CHEMBL407821,-8.251,-0.317,-0.94,-1.938,-8.278,-3.515,-0.32,-1.987,-47.056,-5.518,0.724,0.0,-75.936,-52.574,,2400.0
CHEMBL4078222,-7.104,-0.215,-0.691,-1.58,-7.13,-3.768,-0.244,-0.683,-34.051,-6.098,0.39,-0.208,-52.594,-40.149,,38.0
CHEMBL4078264,-7.878,-0.281,-0.854,-1.818,-7.903,-3.547,-0.417,-1.15,-43.958,-7.481,0.617,-0.086,-76.959,-51.439,,25.0
CHEMBL4078625,-9.14,-0.397,-1.13,-2.21,-9.161,-2.328,-0.747,-3.122,-36.985,-9.45,0.395,-0.091,-76.076,-46.435,,42.0
CHEMBL4079194,-7.621,-0.254,-0.789,-1.732,-7.687,-3.115,-0.32,-1.826,-39.414,-6.149,0.468,0.0,-63.304,-45.563,,56.0
CHEMBL4079234,-8.983,-0.391,-1.111,-2.172,-8.985,-2.591,-0.354,-3.031,-36.928,-9.546,0.37,-0.1,-75.607,-46.473,,58.0
CHEMBL4079243,-8.191,-0.315,-0.933,-1.924,-8.191,-2.962,-0.32,-2.474,-44.833,-3.502,0.416,-0.084,-67.59,-48.334,,12.1
CHEMBL4079743,-8.429,-0.272,-0.854,-1.901,-8.476,-4.452,-0.294,-1.119,-53.434,-4.522,0.738,0.0,-90.281,-57.957,,10.0
CHEMBL4079819,-8.48,-0.424,-1.151,-2.122,-8.481,-2.418,-0.445,-3.08,-30.9,-8.816,0.43,-0.1,-64.506,-39.717,,2400.0
CHEMBL4080574,-6.929,-0.224,-0.702,-1.563,-6.954,-2.784,0.0,-1.24,-46.79,-6.711,0.434,-0.019,-74.208,-53.501,,2.0
CHEMBL4080656,-8.953,-0.344,-1.02,-2.103,-8.994,-4.026,-0.559,-1.522,-35.255,-13.298,0.936,-0.066,-72.76,-48.554,,840.0
CHEMBL408077,-8.146,-0.37,-1.038,-1.991,-8.146,-3.479,-0.32,-2.261,-42.521,-4.838,0.765,0.0,-65.923,-47.359,,8900.0
CHEMBL4081502,-9.554,-0.398,-1.148,-2.287,-9.576,-2.629,-0.575,-3.353,-35.208,-10.724,0.362,-0.012,-75.369,-45.932,,120.0
CHEMBL4081634,-7.594,-0.292,-0.865,-1.784,-7.625,-4.22,0.0,-1.432,-46.266,-2.467,0.71,0.0,-72.235,-48.732,,13.0
CHEMBL4081711,-8.571,-0.33,-0.977,-2.013,-8.571,-3.47,-0.454,-2.44,-41.976,-3.659,0.441,0.0,-62.253,-45.635,,2.0
CHEMBL4082572,-9.948,-0.497,-1.35,-2.49,-9.948,-2.922,-0.501,-3.652,-36.056,-9.847,0.496,-0.088,-82.291,-45.903,,32.0
CHEMBL4083650,-9.418,-0.428,-1.199,-2.302,-9.418,-2.529,-0.433,-3.54,-36.42,-9.415,0.417,-0.1,-76.494,-45.835,,7.0
CHEMBL4083655,-8.721,-0.379,-1.078,-2.109,-8.721,-2.492,-0.632,-2.871,-37.509,-7.879,0.395,-0.064,-67.575,-45.388,,1.3
CHEMBL408383,-8.499,-0.354,-1.021,-2.034,-8.499,-3.436,-0.32,-2.558,-44.303,-5.05,0.788,0.0,-72.361,-49.354,,1000.0
CHEMBL4084228,-8.416,-0.337,-0.984,-1.995,-8.416,-3.402,-0.37,-2.264,-41.671,-5.228,0.488,0.0,-64.428,-46.899,,2.4
CHEMBL4085199,-8.079,-0.311,-0.921,-1.897,-8.079,-3.314,-0.358,-2.11,-43.756,-3.393,0.445,-0.045,-63.669,-47.149,,16.8
CHEMBL4085735,-9.428,-0.429,-1.201,-2.305,-9.444,-2.422,-0.726,-3.224,-34.796,-10.1,0.282,-0.099,-74.306,-44.895,,5.0
CHEMBL4086053,-8.26,-0.413,-1.121,-2.067,-8.27,-1.841,-0.32,-3.313,-30.123,-11.785,0.477,0.0,-68.127,-41.908,,10000.0
CHEMBL4086115,-9.231,-0.28,-0.897,-2.053,-9.256,-2.991,-0.605,-2.422,-27.41,-14.351,0.339,-0.055,-69.932,-41.761,,270.0
CHEMBL4086222,-7.957,-0.318,-0.931,-1.886,-7.957,-3.946,-0.025,-2.036,-45.383,-0.165,0.345,0.0,-60.26,-45.548,,71.9
CHEMBL4087063,-9.592,-0.343,-1.04,-2.214,-9.788,-2.815,-0.808,-2.714,-38.084,-12.004,0.338,-0.083,-76.773,-50.087,,4.0
CHEMBL4087705,-7.89,-0.359,-1.005,-1.929,-7.916,-2.268,-0.145,-3.083,-30.753,-8.591,0.407,0.0,-63.535,-39.344,,410.0
CHEMBL4087806,-7.205,-0.24,-0.746,-1.637,-8.806,-3.778,-0.032,-1.664,-51.031,-11.44,0.936,0.0,-88.971,-62.471,,10.0
CHEMBL4087971,-9.113,-0.351,-1.038,-2.14,-9.121,-2.536,-0.448,-3.165,-38.947,-9.252,0.463,-0.1,-81.475,-48.199,,17.0
CHEMBL4088216,-6.984,-0.233,-0.723,-1.587,-6.984,-2.776,-0.224,-2.075,-37.773,-2.555,0.363,0.0,-53.768,-40.328,,1000.0
CHEMBL4088438,-9.15,-0.286,-0.908,-2.049,-9.188,-2.775,-0.653,-2.156,-40.386,-11.445,0.263,-0.131,-72.112,-51.831,,140.0
CHEMBL4088523,-8.784,-0.325,-0.976,-2.045,-8.844,-3.994,-0.337,-1.533,-39.341,-10.592,0.742,-0.166,-81.624,-49.933,,390.0
CHEMBL4088745,-9.315,-0.321,-0.987,-2.133,-9.328,-2.619,-0.439,-2.73,-42.871,-10.765,0.343,-0.125,-87.178,-53.636,,8.0
CHEMBL4089379,-8.296,-0.332,-0.97,-1.966,-8.322,-2.684,-0.52,-2.887,-30.111,-6.49,0.336,-0.088,-59.609,-36.601,,6.0
CHEMBL4089510,-8.406,-0.263,-0.834,-1.882,-8.437,-4.633,-0.121,-1.056,-54.059,-4.132,0.697,0.0,-87.898,-58.192,,14600.0
CHEMBL4089544,-8.265,-0.376,-1.053,-2.02,-8.288,-2.553,-0.2,-2.71,-34.491,-9.374,0.405,-0.1,-70.728,-43.864,,16.0
CHEMBL4089619,-7.67,-0.32,-0.922,-1.836,-7.67,-2.413,-0.122,-1.526,-34.745,-15.446,0.517,-0.071,-73.099,-50.192,,1552.0
CHEMBL4090409,-6.055,-0.275,-0.771,-1.48,-6.055,-1.849,0.0,-1.991,-30.207,-7.305,0.391,0.0,-57.037,-37.512,,300.0
CHEMBL4091013,-8.919,-0.405,-1.136,-2.18,-8.935,-2.136,-0.611,-3.243,-33.159,-10.769,0.428,-0.1,-72.006,-43.929,,11.0
CHEMBL4091329,-8.073,-0.336,-0.97,-1.932,-8.146,-2.725,-0.2,-2.59,-35.641,-7.42,0.343,-0.079,-65.558,-43.061,,7400.0
CHEMBL4091402,-8.224,-0.249,-0.799,-1.829,-8.263,-4.6,-0.32,-0.987,-51.286,-4.306,0.854,0.0,-81.642,-55.591,,50.0
CHEMBL4091434,-9.384,-0.375,-1.098,-2.224,-9.384,-3.068,-0.686,-2.873,-40.782,-6.466,0.338,-0.086,-67.857,-47.248,,9.0
CHEMBL4091863,-8.373,-0.246,-0.798,-1.85,-8.422,-4.587,-0.32,-0.703,-52.014,-7.311,0.885,0.0,-92.208,-59.325,,64.0
CHEMBL4092338,-8.326,-0.333,-0.974,-1.974,-8.326,-3.465,-0.326,-1.892,-38.456,-8.092,0.644,-0.15,-69.559,-46.548,,133.0
CHEMBL4093120,-8.428,-0.337,-0.986,-1.998,-8.428,-2.633,-0.493,-2.992,-35.639,-5.081,0.331,-0.097,-55.517,-40.72,,12.7
CHEMBL4093475,-6.458,-0.34,-0.907,-1.637,-6.465,-1.565,-0.061,-2.584,-27.917,-9.19,0.522,-0.003,-57.329,-37.107,,640.0
CHEMBL4093910,-7.603,-0.272,-0.825,-1.755,-7.623,-3.874,-0.198,-1.197,-48.454,-5.244,0.856,0.0,-78.396,-53.698,,50.0
CHEMBL4093989,-6.71,-0.516,-1.214,-1.882,-6.71,-2.023,-0.432,-2.663,-26.655,-4.994,0.49,0.0,-44.176,-31.649,,55000.0
CHEMBL4094760,-8.937,-0.319,-0.969,-2.063,-9.026,-2.805,-0.432,-2.896,-30.542,-11.478,0.365,-0.009,-49.936,-42.02,,570.0
CHEMBL4094792,-7.625,-0.272,-0.827,-1.76,-9.495,-4.611,-0.213,-2.209,-49.159,-4.159,0.619,0.0,-79.759,-53.318,,11.0
CHEMBL4095514,-7.15,-0.223,-0.709,-1.601,-7.191,-3.803,0.0,-0.915,-50.643,-5.075,0.82,0.0,-77.67,-55.718,,13.0
CHEMBL4096246,-7.669,-0.226,-0.731,-1.694,-7.721,-3.685,-0.545,-0.931,-38.811,-7.952,0.759,-0.186,-77.11,-46.762,,10000.0
CHEMBL4096351,-8.583,-0.429,-1.165,-2.148,-8.583,-2.377,-0.32,-3.174,-31.731,-10.37,0.43,0.0,-69.188,-42.101,,3600.0
CHEMBL4096446,-6.782,-0.261,-0.773,-1.593,-6.782,-2.153,-0.2,-2.274,-32.943,-6.145,0.456,-0.043,-54.118,-39.087,,3.0
CHEMBL4096937,-7.546,-0.222,-0.719,-1.667,-7.59,-4.538,-0.16,-0.519,-54.49,-3.036,0.809,-0.001,-82.95,-57.526,,70.0
CHEMBL4097089,-9.471,-0.379,-1.108,-2.245,-9.472,-2.871,-0.667,-2.952,-36.255,-9.416,0.334,-0.092,-70.986,-45.671,,44.0
CHEMBL4097259,-9.124,-0.434,-1.199,-2.256,-9.178,-2.861,-0.426,-3.13,-32.893,-9.745,0.445,-0.1,-71.607,-42.638,,19.0
CHEMBL4097418,-7.178,-0.299,-0.863,-1.718,-7.202,-3.666,-0.158,-1.169,-34.085,-5.926,0.522,-0.138,-52.748,-40.011,,6.0
CHEMBL4097778,-4.246,-0.133,-0.421,-0.951,-4.246,-1.906,-0.236,-0.821,-35.929,1.822,0.287,-0.047,-39.609,-34.106,,1000.0
CHEMBL4097847,-8.108,-0.427,-1.139,-2.055,-8.108,-2.015,-0.32,-3.211,-30.482,-10.042,0.468,0.0,-63.05,-40.524,,4300.0
CHEMBL4098137,-7.789,-0.278,-0.845,-1.798,-7.809,-3.666,-0.628,-1.078,-40.957,-6.578,0.617,-0.019,-71.101,-47.535,,130.0
CHEMBL4098698,-8.17,-0.292,-0.886,-1.886,-8.222,-3.458,-0.393,-1.546,-46.04,-8.062,0.69,-0.004,-81.457,-54.101,,360.0
CHEMBL4099061,-9.365,-0.407,-1.158,-2.265,-9.422,-3.372,-0.217,-3.184,-32.512,-9.344,0.378,0.0,-58.959,-41.857,,16.0
CHEMBL4099198,-8.293,-0.307,-0.921,-1.93,-8.34,-3.586,-0.596,-1.589,-42.423,-8.8,0.873,0.0,-79.22,-51.223,,730.0
CHEMBL4100091,-8.408,-0.366,-1.04,-2.033,-8.408,-3.278,-0.467,-2.246,-38.693,-5.498,0.393,-0.05,-66.087,-44.191,,347.0
CHEMBL4101382,-8.797,-0.275,-0.873,-1.97,-8.846,-3.524,-1.42,-0.98,-41.124,-11.421,0.848,0.0,-81.931,-52.545,,1600.0
CHEMBL4101649,-10.111,-0.421,-1.215,-2.42,-10.111,-2.593,-0.32,-4.084,-34.212,-11.545,0.329,0.0,-77.237,-45.757,,9.0
CHEMBL4102501,-8.317,-0.252,-0.808,-1.85,-8.343,-2.636,-0.539,-2.29,-34.865,-9.137,0.273,-0.036,-60.878,-44.002,,2.0
CHEMBL4102532,-7.537,-0.269,-0.817,-1.74,-7.566,-3.576,-0.608,-1.038,-40.955,-5.93,0.617,-0.024,-71.423,-46.885,,40.0
CHEMBL4103497,-9.098,-0.35,-1.037,-2.137,-9.098,-3.234,-0.575,-2.614,-42.797,-5.831,0.42,-0.081,-67.469,-48.628,,28.4
CHEMBL4104005,-8.779,-0.293,-0.909,-1.995,-10.304,-4.346,-0.764,-1.921,-54.362,-8.2,0.675,0.0,-93.188,-62.563,,19.0
CHEMBL4104133,-7.807,-0.459,-1.181,-2.037,-7.807,-2.629,-0.368,-2.735,-33.922,-4.692,0.325,0.0,-55.517,-38.613,,2087.0
CHEMBL4104802,-8.35,-0.253,-0.812,-1.857,-8.381,-2.401,-0.52,-2.234,-39.417,-10.82,0.482,-0.114,-76.03,-50.237,,3.0
CHEMBL4104915,-9.274,-0.331,-1.006,-2.141,-9.458,-3.283,-0.774,-2.351,-35.105,-10.585,0.366,-0.073,-73.059,-45.69,,22.0
CHEMBL4105582,-8.909,-0.424,-1.17,-2.203,-8.932,-2.243,-0.525,-3.293,-31.392,-10.926,0.437,-0.1,-69.644,-42.318,,9000.0
CHEMBL4106447,-9.155,-0.262,-0.856,-2.01,-9.171,-2.822,-0.391,-2.826,-50.207,-9.725,0.855,-0.017,-88.467,-59.933,,1.9
CHEMBL4106466,-10.726,-0.315,-1.022,-2.37,-10.731,-3.903,-0.317,-1.975,-42.085,-17.928,0.378,-0.121,-97.899,-60.013,,851.0
CHEMBL4106474,-8.916,-0.279,-0.885,-1.997,-9.011,-3.527,-0.124,-1.273,-55.023,-11.929,0.488,-0.034,-101.401,-66.952,,4500.0
CHEMBL4106513,-9.821,-0.307,-0.974,-2.199,-9.821,-3.163,-0.187,-3.273,-57.204,-6.975,0.718,-0.009,-98.777,-64.179,,13.5
CHEMBL4106523,-10.322,-0.265,-0.898,-2.213,-10.521,-3.696,-0.402,-2.329,-66.48,-8.65,0.65,-0.123,-110.448,-75.13,,6.3
CHEMBL4106530,-10.79,-0.327,-1.049,-2.4,-10.793,-4.367,-0.32,-1.881,-54.601,-12.728,0.458,-0.043,-107.654,-67.329,,270.0
CHEMBL4106539,-10.772,-0.326,-1.047,-2.396,-10.873,-4.179,-0.608,-2.194,-52.639,-11.72,0.498,0.0,-94.908,-64.359,,42.0
CHEMBL4106558,-10.17,-0.275,-0.916,-2.206,-10.649,-3.901,-0.464,-2.107,-47.276,-14.441,0.453,-0.1,-91.038,-61.716,,30.9
CHEMBL4106577,-10.507,-0.292,-0.964,-2.292,-10.513,-4.093,-0.317,-1.839,-57.451,-11.779,0.403,-0.027,-115.032,-69.23,,57.0
CHEMBL4106606,-10.34,-0.345,-1.071,-2.349,-10.419,-3.658,-0.49,-2.777,-55.308,-8.924,0.618,-0.007,-102.219,-64.232,,4.2
CHEMBL4106613,-10.143,-0.317,-1.006,-2.271,-10.143,-3.886,0.0,-3.394,-56.748,-5.702,0.83,0.0,-95.146,-62.449,,1.0
CHEMBL4106614,-12.083,-0.336,-1.108,-2.636,-12.238,-3.765,-0.461,-3.159,-60.444,-16.932,0.744,-0.035,-139.761,-77.376,,4.0
CHEMBL4106632,-9.621,-0.344,-1.043,-2.221,-9.625,-3.827,-0.329,-1.629,-46.688,-14.639,0.73,-0.04,-102.49,-61.327,,190.0
CHEMBL4106665,-10.715,-0.29,-0.965,-2.324,-10.715,-3.586,-0.16,-2.983,-62.191,-9.672,0.636,-0.061,-109.316,-71.863,,1.2
CHEMBL4106687,-6.738,-0.173,-0.586,-1.445,-6.756,-1.48,-0.32,-1.327,-50.246,-11.132,0.673,-0.12,-83.803,-61.378,,10.1
CHEMBL4106712,-10.98,-0.314,-1.026,-2.41,-11.01,-3.633,-0.546,-3.041,-58.795,-10.13,0.679,-0.01,-108.998,-68.924,,5.5
CHEMBL4106715,-11.627,-0.332,-1.087,-2.552,-11.627,-3.948,-0.492,-3.123,-64.986,-9.883,0.711,-0.043,-117.875,-74.87,,2.4
CHEMBL4106730,-9.881,-0.26,-0.874,-2.131,-9.881,-4.134,-0.281,-1.068,-49.859,-15.585,0.432,0.0,-84.907,-65.444,,12.5
CHEMBL4106733,-10.578,-0.331,-1.049,-2.369,-10.678,-3.709,-0.48,-2.388,-52.253,-12.245,0.386,-0.038,-98.731,-64.498,,250.0
CHEMBL4106742,-9.358,-0.275,-0.892,-2.067,-9.358,-3.337,-0.16,-2.422,-56.251,-9.694,0.828,0.0,-99.298,-65.945,,1.5
CHEMBL4106743,-10.38,-0.288,-0.952,-2.265,-10.38,-3.899,0.0,-2.851,-63.874,-6.342,0.677,-0.162,-109.665,-70.217,,2.3
CHEMBL4106756,-9.128,-0.277,-0.887,-2.03,-9.139,-3.004,-0.668,-2.072,-54.024,-10.384,0.953,-0.089,-87.42,-64.408,,1.7
CHEMBL4106779,-10.875,-0.34,-1.079,-2.435,-10.88,-3.896,-0.32,-2.327,-57.622,-12.102,0.387,-0.029,-112.639,-69.725,,32.0
CHEMBL4106801,-11.1,-0.317,-1.037,-2.437,-11.1,-4.142,-0.13,-3.105,-64.955,-7.717,0.713,-0.032,-110.969,-72.672,,1.2
CHEMBL4106804,-11.382,-0.345,-1.106,-2.531,-11.462,-3.536,-0.664,-3.224,-58.781,-11.254,0.68,-0.09,-113.239,-70.035,,1.0
CHEMBL4106833,-10.512,-0.319,-1.022,-2.338,-10.512,-3.85,-0.49,-1.562,-43.911,-18.803,0.425,-0.019,-93.438,-62.714,,93.6
CHEMBL4106835,-6.893,-0.172,-0.589,-1.47,-6.893,-3.19,-0.208,-1.344,-40.348,-3.697,0.473,-0.053,-45.823,-44.045,,5.4
CHEMBL4106842,-8.533,-0.219,-0.742,-1.83,-8.533,-3.71,-0.156,-2.235,-47.862,-4.649,0.673,-0.015,-77.253,-52.511,,1.7
CHEMBL4106852,-8.795,-0.326,-0.977,-2.047,-8.795,-3.179,-0.48,-1.746,-43.363,-13.194,0.757,0.0,-79.841,-56.557,,1114.0
CHEMBL4106868,-8.857,-0.26,-0.844,-1.957,-8.857,-3.726,-0.204,-1.766,-56.326,-5.11,0.442,-0.021,-100.249,-61.436,,100.0
CHEMBL4106870,-9.055,-0.266,-0.863,-2.001,-9.055,-3.817,-0.003,-2.474,-52.337,-5.906,0.742,0.0,-85.236,-58.244,,1.0
CHEMBL4106902,-9.947,-0.269,-0.896,-2.157,-10.027,-3.271,-0.587,-2.24,-61.729,-10.358,0.786,-0.076,-111.566,-72.087,,6.8
CHEMBL4106923,-9.946,-0.383,-1.133,-2.336,-10.041,-3.39,-0.524,-2.409,-45.994,-12.411,0.544,-0.1,-98.444,-58.406,,554.0
CHEMBL4106933,-9.223,-0.298,-0.935,-2.08,-9.303,-3.184,-0.19,-3.025,-52.722,-7.575,0.869,0.0,-91.3,-60.297,,13.1
CHEMBL4106938,-8.983,-0.299,-0.93,-2.041,-9.062,-3.034,-0.371,-2.317,-51.636,-9.423,0.797,-0.142,-90.554,-61.059,,3.9
CHEMBL4106949,-10.049,-0.314,-0.997,-2.25,-10.049,-3.766,-0.573,-2.531,-54.178,-8.547,0.817,-0.005,-96.314,-62.725,,1.8
CHEMBL4106963,-10.192,-0.291,-0.953,-2.237,-10.212,-4.239,-0.32,-1.267,-54.945,-13.683,0.413,0.0,-111.715,-68.629,,440.0
CHEMBL4106984,-9.225,-0.288,-0.915,-2.066,-9.32,-3.589,-0.312,-1.759,-51.299,-9.901,0.48,-0.091,-99.855,-61.2,,60.0
CHEMBL4106994,-11.58,-0.386,-1.199,-2.631,-11.583,-3.944,-0.608,-2.596,-52.644,-14.985,0.474,-0.028,-114.237,-67.63,,20.0
CHEMBL4106997,-10.88,-0.253,-0.886,-2.285,-10.964,-2.758,-0.745,-2.927,-51.675,-15.289,0.486,-0.143,-99.072,-66.963,,9.6
CHEMBL4107000,-9.653,-0.293,-0.938,-2.147,-9.908,-3.839,-0.442,-1.619,-43.304,-15.971,0.554,-0.001,-83.111,-59.275,,345.0
CHEMBL4107049,-10.661,-0.323,-1.036,-2.371,-10.759,-3.143,-0.389,-3.265,-56.842,-13.929,0.968,0.0,-110.412,-70.771,,9.1
CHEMBL4107060,-7.777,-0.19,-0.654,-1.65,-8.96,-2.339,-0.636,-1.804,-53.539,-13.353,0.703,-0.203,-104.081,-66.892,,13.8
CHEMBL4107087,-11.624,-0.314,-1.047,-2.521,-11.624,-3.96,-0.535,-2.976,-67.268,-9.817,0.72,-0.037,-119.397,-77.085,,1.8
CHEMBL4107090,-10.478,-0.269,-0.911,-2.247,-10.676,-2.599,-1.003,-2.942,-56.411,-11.905,0.545,-0.071,-106.941,-68.316,,14.4
