Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,PDB EXPDTA PH,Standard Value
CHEMBL103667,-6.162,-0.158,-0.536,-1.321,-6.218,-4.045,0.0,-0.392,-51.236,1.402,0.592,-0.021,-58.742,-49.834,,30000.0
CHEMBL1232515,-8.323,-0.277,-0.862,-1.891,-8.52,-3.6,-0.36,-1.936,-43.66,-6.492,0.532,0.0,-83.828,-50.153,,8.0
CHEMBL1270399,-8.255,-0.266,-0.836,-1.862,-9.435,-3.543,-0.28,-2.043,-51.625,-9.001,0.362,0.0,-95.338,-60.626,,1800.0
CHEMBL1270795,-9.209,-0.4,-1.139,-2.227,-9.209,-3.452,-0.343,-2.668,-47.891,-4.593,0.338,0.0,-79.424,-52.484,,167.0
CHEMBL142425,-7.605,-0.282,-0.845,-1.77,-7.966,-4.801,-0.21,-1.244,-43.981,-1.595,0.727,0.0,-68.041,-45.576,,30000.0
CHEMBL1439445,-7.116,-0.297,-0.855,-1.703,-7.116,-3.033,0.0,-2.443,-45.901,-0.506,0.736,-0.005,-63.616,-46.407,,2200.0
CHEMBL1650533,-8.323,-0.277,-0.862,-1.891,-8.52,-3.6,-0.36,-1.936,-43.66,-6.492,0.532,0.0,-83.828,-50.153,,8.0
CHEMBL1650545,-8.951,-0.309,-0.948,-2.05,-9.583,-3.342,-0.288,-2.158,-46.82,-11.158,0.397,-0.178,-92.175,-57.978,,1000.0
CHEMBL1650551,-9.122,-0.315,-0.966,-2.089,-9.755,-3.396,-0.364,-2.165,-46.607,-11.432,0.397,-0.182,-92.689,-58.038,,640.0
CHEMBL1739550,-8.269,-0.295,-0.897,-1.909,-8.276,-3.475,-0.062,-1.429,-48.168,-10.008,0.625,-0.025,-90.099,-58.176,,56.0
CHEMBL1834657,-5.795,-0.152,-0.513,-1.25,-6.362,-2.255,-0.16,-0.39,-43.059,-10.445,0.381,-0.218,-70.803,-53.504,,10000.0
CHEMBL1929238,-7.395,-0.205,-0.678,-1.613,-7.401,-3.139,-0.587,0.019,-49.238,-9.857,0.396,-0.15,-73.568,-59.095,,30000.0
CHEMBL1938680,-8.292,-0.307,-0.921,-1.93,-8.299,-3.916,-0.2,-1.245,-41.871,-9.017,0.663,-0.155,-81.378,-50.888,,7500.0
CHEMBL1945559,-7.932,-0.331,-0.953,-1.899,-7.932,-2.922,-0.062,-1.964,-25.919,-10.632,0.0,-0.094,-57.296,-36.551,,10000.0
CHEMBL1990583,-5.437,-0.181,-0.563,-1.235,-5.438,-2.498,0.0,-0.669,-51.417,-2.094,0.718,-0.104,-64.21,-53.511,,340.0
CHEMBL2017214,-7.851,-0.262,-0.813,-1.784,-7.873,-3.142,0.0,-1.583,-47.257,-9.652,0.663,0.0,-85.885,-56.908,,40000.0
CHEMBL2018055,-6.785,-0.251,-0.754,-1.579,-6.785,-3.71,-0.263,-0.881,-32.924,-5.053,0.473,0.0,-43.475,-37.977,,170.0
CHEMBL2018064,-8.094,-0.311,-0.922,-1.901,-8.116,-3.309,-0.109,-1.608,-36.357,-12.019,0.554,-0.024,-66.296,-48.376,,240.0
CHEMBL2018065,-8.878,-0.329,-0.986,-2.067,-8.931,-3.949,-0.136,-1.402,-35.879,-14.265,0.519,-0.029,-61.137,-50.143,,1060.0
CHEMBL2018068,-8.62,-0.287,-0.893,-1.958,-8.679,-4.221,-0.144,-0.742,-42.421,-13.979,0.646,0.0,-74.042,-56.4,,240.0
CHEMBL2018071,-5.973,-0.193,-0.605,-1.347,-7.699,-3.734,0.0,-0.842,-42.161,-11.204,0.714,-0.049,-71.162,-53.364,,20000.0
CHEMBL2022369,-9.817,-0.252,-0.854,-2.105,-9.822,-3.15,-0.423,-2.208,-45.641,-14.137,0.509,-0.146,-98.533,-59.778,,873.0
CHEMBL2022373,-9.186,-0.23,-0.785,-1.959,-9.193,-2.851,-0.452,-1.272,-57.066,-13.158,0.438,-0.229,-113.166,-70.224,,1423.0
CHEMBL2022379,-8.862,-0.227,-0.771,-1.9,-8.867,-3.795,-0.209,-1.276,-66.194,-5.221,0.56,-0.054,-104.716,-71.415,,1142.0
CHEMBL2022711,-10.771,-0.269,-0.921,-2.297,-10.776,-3.739,-0.419,-2.256,-60.579,-10.24,0.312,-0.11,-109.768,-70.819,,1219.0
CHEMBL2063926,-7.525,-0.209,-0.69,-1.642,-7.69,-2.698,-0.57,-0.938,-40.958,-12.077,0.556,-0.18,-79.851,-53.035,,10000.0
CHEMBL206991,-6.788,-0.295,-0.839,-1.641,-6.788,-2.741,-0.081,-2.051,-44.416,-0.494,0.381,0.0,-60.757,-44.91,,1500.0
CHEMBL207226,-9.315,-0.358,-1.061,-2.188,-9.315,-3.557,-0.41,-2.956,-46.914,-5.316,0.768,-0.019,-77.211,-52.23,,20000.0
CHEMBL207464,-10.004,-0.371,-1.112,-2.329,-10.004,-3.696,-0.363,-3.07,-50.298,-5.05,0.43,-0.033,-83.154,-55.348,,550.0
CHEMBL208116,-9.151,-0.416,-1.166,-2.237,-9.157,-3.158,-0.326,-3.199,-42.295,-5.117,0.408,0.0,-69.077,-47.411,,4500.0
CHEMBL208166,-6.52,-0.241,-0.724,-1.518,-6.52,-2.527,-0.181,-2.419,-44.675,0.78,0.724,0.0,-59.853,-43.895,,2000.0
CHEMBL208561,-8.628,-0.345,-1.009,-2.045,-8.688,-2.962,-0.32,-2.71,-43.096,-6.792,0.491,-0.012,-72.755,-49.889,,25000.0
CHEMBL208667,-9.058,-0.394,-1.12,-2.19,-9.153,-3.159,-0.343,-3.074,-42.082,-5.542,0.368,-0.01,-69.293,-47.624,,30000.0
CHEMBL208709,-6.734,-0.241,-0.73,-1.554,-6.734,-2.406,-0.197,-2.323,-42.559,-2.934,0.797,-0.038,-60.966,-45.493,,1000.0
CHEMBL208743,-7.557,-0.27,-0.82,-1.744,-7.558,-3.105,-0.198,-2.075,-45.467,-2.949,0.536,0.0,-63.985,-48.415,,30000.0
CHEMBL209075,-7.46,-0.311,-0.897,-1.785,-7.46,-3.41,0.0,-2.114,-40.864,-2.212,0.439,0.0,-58.462,-43.075,,3000.0
CHEMBL209118,-6.553,-0.298,-0.835,-1.602,-6.56,-2.303,0.0,-2.812,-41.36,1.431,0.408,0.0,-53.817,-39.929,,6500.0
CHEMBL209202,-9.552,-0.398,-1.148,-2.286,-9.552,-3.511,-0.339,-3.077,-45.883,-4.49,0.356,-0.014,-73.118,-50.373,,1000.0
CHEMBL209715,-8.809,-0.4,-1.122,-2.153,-8.816,-2.874,-0.538,-2.969,-40.809,-5.335,0.417,-0.012,-64.585,-46.144,,12000.0
CHEMBL209716,-9.212,-0.368,-1.077,-2.184,-9.212,-3.584,-0.151,-3.134,-47.119,-4.321,0.661,0.0,-76.431,-51.44,,2000.0
CHEMBL209820,-7.517,-0.278,-0.835,-1.75,-7.639,-2.905,0.0,-2.464,-46.112,-3.21,0.517,0.0,-65.073,-49.323,,4000.0
CHEMBL210194,-9.621,-0.356,-1.069,-2.24,-9.621,-3.347,-0.425,-2.917,-50.448,-7.23,0.71,-0.035,-86.003,-57.678,,400.0
CHEMBL210354,-9.446,-0.378,-1.105,-2.239,-9.446,-3.47,-0.423,-2.963,-46.764,-5.799,0.654,-0.036,-76.817,-52.563,,1000.0
CHEMBL210366,-9.095,-0.35,-1.036,-2.136,-9.095,-3.287,-0.477,-2.81,-47.208,-6.012,0.761,-0.018,-75.613,-53.22,,2000.0
CHEMBL210658,-8.755,-0.417,-1.15,-2.165,-8.763,-3.135,-0.381,-2.904,-41.599,-4.497,0.454,-0.042,-66.622,-46.096,,4000.0
CHEMBL210682,-7.002,-0.318,-0.892,-1.711,-8.766,-3.193,-0.063,-3.375,-41.999,-3.871,0.557,-0.011,-68.044,-45.871,,6000.0
CHEMBL210714,-5.747,-0.213,-0.639,-1.338,-5.75,-3.255,0.0,-0.634,-43.119,-4.85,1.024,0.0,-54.823,-47.969,,30000.0
CHEMBL210774,-6.699,-0.279,-0.805,-1.603,-6.699,-2.894,-0.207,-2.541,-40.446,1.633,0.72,0.0,-53.52,-38.813,,1000.0
CHEMBL210821,-6.792,-0.295,-0.84,-1.642,-6.798,-2.72,-0.186,-2.079,-41.107,-0.433,0.385,-0.077,-57.611,-41.54,,8000.0
CHEMBL210822,-9.378,-0.408,-1.16,-2.268,-9.378,-3.269,-0.376,-3.163,-43.872,-4.969,0.385,-0.016,-71.695,-48.84,,2000.0
CHEMBL210887,-9.786,-0.391,-1.145,-2.32,-9.786,-3.492,-0.524,-3.195,-44.18,-7.89,0.817,0.0,-77.584,-52.07,,150.0
CHEMBL210983,-9.724,-0.36,-1.08,-2.264,-9.724,-3.933,-0.317,-2.854,-50.203,-4.3,0.574,-0.038,-79.491,-54.504,,500.0
CHEMBL2178352,-8.562,-0.245,-0.8,-1.88,-8.963,-3.222,-0.339,-1.893,-52.379,-7.74,0.385,-0.113,-94.17,-60.119,,10000.0
CHEMBL2381116,-7.818,-0.244,-0.776,-1.751,-7.997,-2.34,0.0,-1.493,-46.536,-15.058,0.49,-0.068,-101.745,-61.595,,1100.0
CHEMBL2381601,-9.331,-0.346,-1.037,-2.172,-9.332,-2.606,-0.593,-2.205,-40.802,-14.553,0.392,-0.097,-89.956,-55.355,,1100.0
CHEMBL2385543,-8.637,-0.211,-0.726,-1.832,-8.643,-3.785,-0.284,-1.159,-42.897,-9.456,0.247,-0.1,-55.784,-52.352,,26000.0
CHEMBL2441273,-9.679,-0.293,-0.941,-2.153,-9.681,-4.909,-0.068,-1.466,-55.335,-5.817,0.4,0.0,-93.703,-61.152,,3.981
CHEMBL254545,-6.366,-0.289,-0.811,-1.556,-6.366,-2.903,0.0,-1.694,-42.008,-2.945,0.774,0.0,-60.642,-44.953,,10000.0
CHEMBL254546,-8.565,-0.317,-0.952,-1.994,-8.621,-3.567,-0.409,-2.027,-45.724,-6.011,0.67,-0.1,-80.438,-51.734,,700.0
CHEMBL255098,-11.297,-0.513,-1.439,-2.761,-11.311,-2.948,-0.808,-3.577,-37.949,-17.118,0.629,-0.142,-105.549,-55.068,,216.0
CHEMBL255235,-9.562,-0.435,-1.218,-2.337,-9.562,-3.498,-0.52,-1.945,-35.69,-16.519,0.684,-0.021,-79.284,-52.209,,6900.0
CHEMBL255253,-10.66,-0.426,-1.247,-2.527,-10.728,-3.051,-0.415,-3.195,-38.602,-16.953,0.506,-0.1,-97.344,-55.556,,914.0
CHEMBL255272,-11.574,-0.526,-1.474,-2.829,-11.581,-2.785,-0.805,-3.934,-39.221,-17.216,0.633,-0.147,-107.135,-56.436,,70.0
CHEMBL255439,-10.552,-0.459,-1.305,-2.552,-10.593,-3.039,-0.513,-3.347,-37.41,-16.856,0.778,-0.072,-97.07,-54.266,,3030.0
CHEMBL255445,-11.99,-0.444,-1.332,-2.791,-12.018,-3.974,-0.795,-3.025,-50.183,-14.7,0.593,-0.104,-122.158,-64.884,,63.0
CHEMBL255446,-12.151,-0.434,-1.318,-2.805,-12.179,-3.589,-0.785,-3.483,-47.138,-15.856,0.552,-0.138,-119.534,-62.995,,7.0
CHEMBL255503,-6.46,-0.294,-0.823,-1.579,-6.46,-2.976,0.0,-1.429,-42.245,-3.76,0.622,0.0,-62.455,-46.005,,10000.0
CHEMBL255867,-12.559,-0.465,-1.395,-2.923,-13.025,-3.981,-0.938,-3.399,-48.952,-16.682,0.413,-0.17,-131.349,-65.634,,2.0
CHEMBL255873,-12.142,-0.506,-1.459,-2.906,-12.198,-3.115,-0.803,-3.815,-43.983,-17.776,0.549,-0.147,-120.632,-61.759,,4.0
CHEMBL255935,-11.024,-0.459,-1.325,-2.639,-11.037,-3.38,-0.42,-3.342,-43.833,-14.237,0.534,-0.102,-106.177,-58.071,,208.0
CHEMBL256345,-7.9,-0.343,-0.977,-1.91,-7.901,-3.922,-0.32,-1.812,-42.257,-2.859,0.71,-0.016,-63.505,-45.116,,10000.0
CHEMBL256504,-9.82,-0.446,-1.251,-2.4,-9.843,-3.026,-0.359,-2.931,-38.732,-14.202,0.633,-0.093,-92.588,-52.934,,19.0
CHEMBL256513,-11.073,-0.554,-1.503,-2.771,-11.155,-2.82,-0.787,-3.59,-33.083,-21.106,0.992,-0.129,-102.876,-54.189,,1300.0
CHEMBL256570,-11.855,-0.515,-1.466,-2.867,-11.911,-3.449,-0.803,-3.279,-41.821,-17.753,0.521,-0.147,-115.714,-59.573,,1.0
CHEMBL256713,-9.049,-0.323,-0.981,-2.089,-9.46,-3.854,-0.456,-1.804,-45.812,-10.855,0.673,-0.1,-82.752,-56.667,,17.0
CHEMBL256717,-8.869,-0.296,-0.919,-2.015,-8.926,-3.466,-0.403,-1.845,-45.541,-9.063,0.592,-0.168,-88.915,-54.604,,420.0
CHEMBL256719,-8.654,-0.412,-1.137,-2.14,-8.654,-3.77,-0.386,-2.264,-38.67,-6.827,0.823,-0.1,-68.444,-45.497,,660.0
CHEMBL256733,-12.199,-0.452,-1.355,-2.84,-12.255,-3.412,-0.808,-3.306,-43.917,-19.967,0.576,-0.115,-119.245,-63.884,,49.0
CHEMBL256734,-9.077,-0.413,-1.156,-2.219,-9.083,-3.584,-0.32,-2.962,-42.487,-4.816,0.664,-0.036,-69.862,-47.303,,1156.0
CHEMBL256735,-11.269,-0.376,-1.167,-2.56,-11.325,-3.35,-0.396,-3.175,-47.294,-16.876,0.592,-0.1,-113.721,-64.17,,263.0
CHEMBL256917,-6.539,-0.297,-0.833,-1.598,-6.539,-2.739,0.0,-2.079,-43.638,-1.986,0.759,0.0,-61.787,-45.624,,710.0
CHEMBL256942,-11.184,-0.466,-1.344,-2.677,-11.185,-3.542,-0.406,-3.218,-47.426,-13.242,0.437,-0.099,-110.072,-60.668,,166.0
CHEMBL256961,-10.556,-0.459,-1.305,-2.553,-10.574,-3.527,-0.354,-2.895,-42.041,-14.179,0.521,-0.09,-99.36,-56.22,,9.0
CHEMBL256963,-11.524,-0.549,-1.514,-2.849,-11.541,-3.157,-0.769,-3.357,-36.392,-19.409,0.61,-0.136,-110.736,-55.802,,6.0
CHEMBL257125,-6.341,-0.288,-0.808,-1.55,-6.341,-3.175,0.0,-1.72,-40.095,-1.415,0.772,0.0,-57.638,-41.509,,3400.0
CHEMBL257127,-8.882,-0.306,-0.941,-2.034,-8.939,-3.425,-0.401,-1.841,-48.927,-8.73,0.585,-0.1,-90.032,-57.657,,350.0
CHEMBL257366,-8.187,-0.39,-1.076,-2.024,-8.597,-3.392,-0.456,-2.231,-37.376,-9.171,0.823,-0.098,-67.896,-46.547,,1600.0
CHEMBL258004,-11.496,-0.523,-1.464,-2.81,-11.535,-3.108,-0.803,-3.487,-38.131,-18.103,0.633,-0.147,-108.384,-56.233,,35.0
CHEMBL258024,-8.7,-0.378,-1.076,-2.104,-8.764,-2.839,0.0,-3.237,-41.951,-8.729,0.792,-0.074,-83.703,-50.679,,497.0
CHEMBL258025,-10.109,-0.46,-1.288,-2.471,-10.19,-2.907,-0.622,-3.448,-37.435,-14.884,1.043,-0.151,-94.381,-52.319,,8100.0
CHEMBL258233,-8.575,-0.39,-1.092,-2.096,-8.581,-3.092,-0.316,-2.864,-40.465,-6.0,0.649,-0.034,-67.48,-46.465,,1134.0
CHEMBL258853,-8.139,-0.388,-1.069,-2.012,-8.139,-3.534,-0.32,-2.231,-42.355,-4.549,0.746,0.0,-67.578,-46.905,,2800.0
CHEMBL259213,-8.122,-0.387,-1.067,-2.008,-8.122,-3.534,-0.32,-2.37,-41.162,-4.524,0.839,0.0,-65.883,-45.686,,7300.0
CHEMBL259375,-8.151,-0.388,-1.071,-2.015,-8.151,-3.536,-0.32,-2.353,-41.912,-4.568,0.839,0.0,-66.77,-46.48,,4800.0
CHEMBL259797,-7.843,-0.357,-0.999,-1.917,-7.843,-3.793,-0.32,-2.028,-42.647,-2.232,0.765,0.0,-65.059,-44.879,,800.0
CHEMBL260007,-8.361,-0.364,-1.034,-2.022,-8.361,-3.781,-0.32,-2.171,-42.557,-4.512,0.716,0.0,-68.495,-47.069,,10000.0
CHEMBL260339,-7.823,-0.391,-1.062,-1.958,-7.823,-3.323,-0.32,-2.457,-39.774,-4.32,0.913,0.0,-62.872,-44.094,,7200.0
CHEMBL265923,-6.249,-0.284,-0.796,-1.528,-6.249,-2.828,0.0,-1.877,-39.24,-2.315,0.765,0.0,-55.043,-41.555,,3700.0
CHEMBL288441,-8.584,-0.238,-0.787,-1.873,-8.698,-4.391,-0.35,-0.339,-52.232,-9.449,0.511,-0.1,-86.985,-61.682,,574.0
CHEMBL3263640,-5.341,-0.121,-0.429,-1.116,-7.338,-2.222,-0.424,-1.306,-48.551,-7.156,0.374,-0.26,-70.415,-55.706,,50000.0
CHEMBL3314140,-9.54,-0.329,-1.011,-2.184,-9.554,-4.612,-0.2,-1.699,-50.403,-5.963,0.477,-0.105,-96.988,-56.366,,30000.0
CHEMBL3341771,-7.83,-0.23,-0.746,-1.73,-7.837,-3.343,-0.461,-1.3,-54.915,-4.155,0.673,-0.036,-85.847,-59.07,,30000.0
CHEMBL3343033,-7.748,-0.267,-0.821,-1.774,-7.779,-3.643,-0.1,-1.505,-50.157,-4.495,0.652,0.0,-75.555,-54.652,,30000.0
CHEMBL3343034,-7.337,-0.245,-0.76,-1.667,-7.364,-3.076,-0.122,-1.325,-42.078,-8.992,0.611,0.0,-70.894,-51.07,,30000.0
CHEMBL3343037,-7.859,-0.246,-0.78,-1.76,-7.859,-3.471,-0.239,-1.164,-48.21,-9.552,0.858,0.0,-80.461,-57.762,,24400.0
CHEMBL3343038,-5.939,-0.18,-0.577,-1.321,-5.939,-2.963,0.0,-0.904,-45.087,-3.496,0.712,-0.006,-66.369,-48.583,,30000.0
CHEMBL3343039,-7.639,-0.231,-0.742,-1.699,-7.639,-3.031,-0.547,-1.291,-42.31,-8.056,0.712,-0.157,-73.68,-50.365,,30000.0
CHEMBL3343040,-8.756,-0.292,-0.907,-1.989,-8.761,-3.556,-0.599,-1.532,-46.183,-8.332,0.609,-0.123,-82.227,-54.515,,30000.0
CHEMBL3343042,-8.045,-0.212,-0.712,-1.735,-8.169,-3.594,-0.4,-0.679,-53.559,-9.182,0.638,-0.079,-86.424,-62.741,,579.0
CHEMBL3343044,-7.021,-0.26,-0.78,-1.634,-7.026,-3.123,0.0,-1.66,-43.532,-6.266,0.873,0.0,-72.462,-49.799,,30000.0
CHEMBL3343045,-7.79,-0.278,-0.845,-1.798,-7.861,-3.3,-0.608,-1.671,-45.215,-4.747,0.816,-0.126,-69.981,-49.961,,30000.0
CHEMBL3343046,-8.396,-0.311,-0.933,-1.955,-8.401,-3.81,-0.272,-1.977,-46.62,-5.921,0.877,0.0,-76.336,-52.542,,30000.0
CHEMBL3343047,-7.52,-0.269,-0.816,-1.736,-7.52,-3.391,0.0,-1.659,-43.917,-7.27,0.816,0.0,-75.614,-51.187,,30000.0
CHEMBL3343048,-8.234,-0.266,-0.834,-1.857,-8.234,-3.534,-0.036,-2.303,-45.446,-4.335,0.63,-0.068,-77.43,-49.781,,30000.0
CHEMBL3343051,-8.099,-0.253,-0.804,-1.814,-8.106,-3.49,-0.482,-1.516,-53.972,-4.272,0.761,-0.039,-84.0,-58.243,,30000.0
CHEMBL3343052,-6.827,-0.201,-0.651,-1.508,-6.834,-3.126,-0.126,-1.271,-56.102,-0.183,0.673,-0.152,-77.132,-56.285,,30000.0
CHEMBL3343055,-8.315,-0.245,-0.792,-1.837,-8.315,-3.348,-0.608,-1.276,-54.716,-5.803,0.667,-0.143,-85.474,-60.519,,30000.0
CHEMBL3343057,-6.983,-0.205,-0.665,-1.543,-7.173,-1.908,-0.574,-0.682,-46.237,-12.967,0.458,-0.209,-84.766,-59.204,,30000.0
CHEMBL3343058,-7.975,-0.257,-0.808,-1.799,-7.982,-2.39,-1.023,-0.597,-47.31,-13.651,0.774,-0.332,-86.368,-60.962,,30000.0
CHEMBL3352825,-7.863,-0.254,-0.797,-1.773,-7.912,-3.897,-0.16,-1.37,-46.736,-7.565,0.986,0.0,-86.695,-54.301,,5.6
CHEMBL3353184,-9.418,-0.448,-1.237,-2.329,-9.419,-2.143,-0.559,-3.915,-35.014,-9.008,0.312,-0.012,-71.985,-44.022,,100.0
CHEMBL3353185,-8.279,-0.414,-1.124,-2.072,-8.279,-1.566,-0.32,-3.723,-27.896,-11.602,0.465,0.0,-62.775,-39.498,,100.0
CHEMBL3353186,-9.474,-0.364,-1.08,-2.225,-9.482,-3.518,-0.009,-3.035,-41.336,-9.805,0.618,0.0,-89.4,-51.142,,100.0
CHEMBL3353187,-8.24,-0.284,-0.873,-1.887,-8.267,-3.281,-0.341,-1.79,-46.399,-7.718,0.623,0.0,-79.057,-54.116,,21.0
CHEMBL3353188,-8.624,-0.254,-0.822,-1.905,-8.78,-3.494,-0.32,-1.611,-53.554,-8.292,0.634,-0.068,-89.853,-61.846,,0.36
CHEMBL3353189,-8.825,-0.304,-0.935,-2.021,-9.692,-3.137,-0.921,-2.326,-48.397,-8.909,0.702,-0.254,-95.495,-57.305,,0.24
CHEMBL3353190,-8.394,-0.28,-0.869,-1.907,-9.915,-4.077,-0.42,-2.276,-53.992,-8.496,0.843,-0.011,-96.382,-62.488,,1.9
CHEMBL3353191,-8.503,-0.283,-0.881,-1.932,-10.024,-4.275,-0.424,-2.285,-54.382,-8.47,0.956,-0.007,-97.491,-62.852,,1.8
CHEMBL3353192,-8.403,-0.28,-0.87,-1.909,-8.453,-3.765,-0.386,-1.731,-48.439,-7.089,0.915,0.0,-84.85,-55.527,,3.6
CHEMBL3353193,-8.43,-0.291,-0.893,-1.93,-9.927,-3.966,-0.606,-2.391,-49.865,-8.854,0.868,-0.01,-91.67,-58.719,,3.5
CHEMBL3353194,-8.216,-0.283,-0.87,-1.881,-8.384,-3.101,-0.568,-2.128,-47.38,-7.915,0.969,0.0,-85.646,-55.295,,5.3
CHEMBL3353195,-7.375,-0.205,-0.676,-1.609,-9.281,-4.346,-0.301,-1.443,-57.716,-5.455,0.631,-0.116,-92.726,-63.171,,1.5
CHEMBL3353196,-7.632,-0.231,-0.742,-1.697,-9.029,-4.881,-0.122,-0.787,-58.075,-5.725,0.525,0.0,-89.623,-63.8,,2.8
CHEMBL3353197,-7.6,-0.253,-0.787,-1.727,-8.996,-4.697,-0.195,-1.418,-56.703,-2.393,0.519,-0.01,-81.7,-59.096,,1.8
CHEMBL3353198,-7.084,-0.229,-0.718,-1.598,-7.086,-2.663,-0.308,-1.302,-51.638,-4.897,0.532,-0.029,-79.206,-56.535,,50.0
CHEMBL3353199,-9.086,-0.267,-0.866,-2.007,-9.104,-3.601,-0.2,-1.134,-42.762,-16.394,0.529,-0.1,-87.79,-59.156,,0.32
CHEMBL3353200,-10.374,-0.266,-0.902,-2.225,-10.431,-3.823,-0.039,-1.608,-51.059,-18.962,0.482,-0.045,-110.291,-70.021,,2.6
CHEMBL3353201,-10.053,-0.279,-0.922,-2.193,-10.071,-4.062,-0.654,-1.335,-44.587,-14.164,0.334,0.0,-90.664,-58.751,,2.2
CHEMBL3353202,-8.936,-0.255,-0.835,-1.962,-9.797,-3.577,-0.133,-1.25,-48.266,-17.734,0.423,-0.186,-108.545,-65.999,,6.0
CHEMBL3353203,-9.381,-0.313,-0.972,-2.132,-9.493,-3.606,-0.107,-1.82,-51.124,-12.166,0.427,-0.006,-101.771,-63.29,,14.0
CHEMBL3353204,-10.601,-0.321,-1.03,-2.358,-10.695,-3.717,-0.275,-1.136,-48.356,-23.56,0.543,-0.157,-129.618,-71.916,,16.0
CHEMBL3353205,-10.115,-0.273,-0.911,-2.194,-10.209,-3.719,-0.076,-0.801,-55.293,-21.321,0.445,-0.095,-127.925,-76.614,,2.0
CHEMBL3353206,-8.43,-0.351,-1.013,-2.018,-8.43,-2.864,-0.467,-2.803,-43.221,-5.177,0.708,-0.067,-70.792,-48.398,,36.0
CHEMBL3353207,-9.296,-0.251,-0.837,-2.016,-9.296,-3.638,-0.206,-1.8,-59.815,-7.665,0.489,0.0,-102.244,-67.48,,100.0
CHEMBL3353208,-9.801,-0.272,-0.899,-2.138,-9.806,-3.992,-0.246,-1.878,-60.182,-7.947,0.511,0.0,-107.351,-68.129,,100.0
CHEMBL3353209,-9.568,-0.281,-0.912,-2.114,-9.568,-3.777,-0.218,-2.083,-59.229,-7.346,0.574,0.0,-98.764,-66.574,,100.0
CHEMBL3353210,-8.952,-0.32,-0.971,-2.066,-8.961,-3.754,-0.335,-2.445,-43.492,-4.259,0.386,-0.0,-75.522,-47.751,,100.0
CHEMBL3353211,-8.679,-0.263,-0.844,-1.93,-8.679,-4.027,-0.273,-1.568,-48.451,-3.137,0.375,-0.292,-74.092,-51.588,,100.0
CHEMBL3353212,-7.86,-0.246,-0.78,-1.76,-7.86,-3.553,0.0,-1.752,-52.516,-2.077,0.435,-0.052,-79.942,-54.593,,100.0
CHEMBL3353213,-5.277,-0.155,-0.503,-1.166,-5.306,-1.238,-0.177,-0.744,-47.853,-8.932,0.588,-0.003,-74.092,-56.785,,100.0
CHEMBL3353214,-7.954,-0.209,-0.704,-1.715,-7.986,-3.103,-0.135,-1.578,-46.98,-8.19,0.556,-0.149,-81.653,-55.17,,100.0
CHEMBL3353215,-6.022,-0.177,-0.574,-1.33,-6.022,-2.238,-0.46,-0.578,-42.121,-3.425,0.0,-0.126,-50.376,-45.547,,100.0
CHEMBL3353216,-5.101,-0.155,-0.496,-1.134,-5.101,-2.612,0.0,-1.217,-36.043,3.53,0.0,0.0,-54.3,-32.513,,100.0
CHEMBL3353217,-8.393,-0.254,-0.816,-1.867,-8.394,-3.373,-0.32,-1.184,-46.475,-8.261,0.093,-0.047,-71.02,-54.737,,100.0
CHEMBL3353218,-9.704,-0.277,-0.907,-2.13,-9.753,-3.28,-0.605,-2.071,-54.9,-8.654,0.247,0.0,-87.182,-63.554,,100.0
CHEMBL3353219,-10.089,-0.36,-1.094,-2.329,-10.267,-3.721,-0.264,-2.371,-48.506,-12.51,0.486,-0.095,-104.562,-61.017,,1.0
CHEMBL3353220,-8.23,-0.284,-0.872,-1.884,-8.23,-2.994,-0.313,-1.689,-46.103,-9.67,0.587,-0.065,-85.882,-55.773,,8.0
CHEMBL3355482,-5.273,-0.195,-0.586,-1.227,-5.294,-2.874,-0.291,-0.404,-46.296,-0.762,0.804,-0.1,-55.15,-47.058,,100000.0
CHEMBL3356117,-9.245,-0.272,-0.881,-2.043,-9.271,-2.501,-0.973,-1.452,-41.994,-17.727,0.602,-0.188,-94.111,-59.722,,30000.0
CHEMBL3361252,-8.209,-0.373,-1.045,-2.006,-8.209,-2.995,-0.118,-2.578,-31.498,-8.753,0.37,0.0,-65.371,-40.251,,490.0
CHEMBL3361253,-7.489,-0.3,-0.876,-1.775,-7.555,-3.51,0.0,-1.515,-44.009,-5.166,0.445,0.0,-69.218,-49.174,,5000.0
CHEMBL3361254,-7.653,-0.264,-0.811,-1.752,-7.872,-3.283,-0.506,-1.136,-36.409,-10.177,0.453,-0.053,-67.942,-46.585,,7.5
CHEMBL3361255,-9.095,-0.293,-0.922,-2.051,-9.313,-3.262,-0.584,-1.888,-43.318,-11.501,0.5,-0.187,-87.516,-54.819,,1.3
CHEMBL3361256,-6.574,-0.286,-0.813,-1.59,-6.575,-3.231,0.0,-1.498,-35.518,-2.5,0.35,-0.045,-53.471,-38.019,,100.0
CHEMBL3361257,-9.703,-0.373,-1.106,-2.279,-9.769,-3.383,-0.494,-2.673,-39.91,-10.315,0.424,-0.1,-86.635,-50.226,,100.0
CHEMBL3361258,-10.892,-0.419,-1.241,-2.558,-10.892,-3.288,-0.599,-2.857,-39.688,-14.969,0.281,-0.2,-96.458,-54.656,,100.0
