Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy
CHEMBL4107090,-8.899,-0.228,-0.774,-1.908,-9.643,-2.788,-0.507,-2.238,-58.406,-11.183,0.542,-0.055,-107.206,-69.589
CHEMBL3601075,-8.898,-0.262,-0.848,-1.966,-8.903,-3.588,-0.278,-1.378,-53.978,-9.898,0.525,0,-93.069,-63.877
CHEMBL3940600,-8.897,-0.287,-0.902,-2.007,-10.465,-4.049,-0.32,-2.058,-50.57,-12.805,0.448,-0.036,-101.658,-63.374
CHEMBL3966402,-8.897,-0.228,-0.774,-1.908,-8.914,-4.724,-0.106,-0.166,-59.129,-8.737,0.59,-0.241,-92.37,-67.866
CHEMBL3890299,-8.895,-0.318,-0.965,-2.053,-8.9,-3.942,-0.32,-2.109,-45.192,-5.885,0.613,0,-73.697,-51.077
CHEMBL4114212,-8.894,-0.228,-0.773,-1.907,-9.752,-3.444,-0.232,-2.246,-58.318,-10.296,0.691,-0.06,-97.838,-68.615
CHEMBL4114212,-8.894,-0.228,-0.773,-1.907,-9.752,-3.444,-0.232,-2.246,-58.318,-10.296,0.691,-0.06,-97.838,-68.615
CHEMBL4108811,-8.889,-0.307,-0.942,-2.035,-8.969,-2.621,-0.322,-3.421,-50.443,-6.222,0.852,0,-87.232,-56.665
CHEMBL3634383,-8.888,-0.306,-0.942,-2.035,-8.888,-3.381,-0.153,-2.108,-42.497,-10.421,0.555,-0.112,-77.428,-52.918
CHEMBL3634383,-8.888,-0.306,-0.942,-2.035,-8.888,-3.381,-0.153,-2.108,-42.497,-10.421,0.555,-0.112,-77.428,-52.918
CHEMBL3983202,-8.888,-0.287,-0.901,-2.004,-10.064,-4.451,-0.32,-2.222,-47.775,-7.794,0.514,-0.027,-79.957,-55.569
CHEMBL3951738,-8.886,-0.329,-0.987,-2.069,-9.834,-3.053,-0.476,-2.328,-43.432,-15.202,0.571,-0.096,-105.361,-58.633
CHEMBL4113687,-8.885,-0.234,-0.786,-1.916,-8.885,-3.097,-0.737,-1.479,-55.711,-10.143,0.742,-0.008,-92.186,-65.853
CHEMBL3909526,-8.883,-0.254,-0.83,-1.95,-8.884,-3.784,-0.32,-1.714,-50.515,-7.221,0.543,0,-87.237,-57.736
CHEMBL3961524,-8.883,-0.342,-1.012,-2.086,-10.016,-3.092,-0.472,-3.188,-50.598,-7.38,0.463,-0.089,-92.657,-57.978
CHEMBL257127,-8.882,-0.306,-0.941,-2.034,-8.939,-3.425,-0.401,-1.841,-48.927,-8.73,0.585,-0.1,-90.032,-57.657
CHEMBL3586505,-8.882,-0.261,-0.846,-1.962,-8.883,-4.116,0,-1.633,-53.852,-4.878,0.439,-0.149,-77.851,-58.73
CHEMBL3586505,-8.882,-0.261,-0.846,-1.962,-8.883,-4.116,0,-1.633,-53.852,-4.878,0.439,-0.149,-77.851,-58.73
CHEMBL3586505,-8.882,-0.261,-0.846,-1.962,-8.883,-4.116,0,-1.633,-53.852,-4.878,0.439,-0.149,-77.851,-58.73
CHEMBL5074470,-8.882,-0.306,-0.941,-2.034,-9.544,-3.751,-0.374,-1.955,-45.211,-11.578,0.634,-0.1,-98.954,-56.789
CHEMBL4107224,-8.88,-0.261,-0.846,-1.962,-8.912,-2.91,-0.077,-2.377,-56.863,-9.145,0.706,-0.039,-98.535,-66.008
CHEMBL2018065,-8.878,-0.329,-0.986,-2.067,-8.931,-3.949,-0.136,-1.402,-35.879,-14.265,0.519,-0.029,-61.137,-50.143
CHEMBL4114042,-8.878,-0.269,-0.863,-1.974,-9.931,-3.844,-0.32,-2.201,-52.333,-8.902,0.458,-0.073,-94.54,-61.235
CHEMBL3905289,-8.875,-0.247,-0.814,-1.936,-8.95,-3.157,-0.048,-2.332,-59.588,-6.35,0.521,-0.002,-97.711,-65.938
CHEMBL4059465,-8.875,-0.286,-0.899,-2.001,-8.917,-3.756,-0.046,-1.752,-51.093,-11.407,0.903,0,-89.646,-62.5
CHEMBL4059465,-8.875,-0.286,-0.899,-2.001,-8.917,-3.756,-0.046,-1.752,-51.093,-11.407,0.903,0,-89.646,-62.5
CHEMBL3942315,-8.872,-0.246,-0.814,-1.936,-9.398,-4.325,-0.32,-1.556,-59.119,-5.44,0.575,0,-95.088,-64.559
CHEMBL4111866,-8.872,-0.269,-0.862,-1.973,-10.012,-3.445,-0.538,-2.484,-54.792,-10.734,0.861,-0.056,-103.394,-65.526
CHEMBL4750066,-8.871,-0.253,-0.829,-1.947,-8.908,-3.785,-0.224,-1.992,-49.144,-7.039,0.672,-0.066,-81.566,-56.183
CHEMBL256717,-8.869,-0.296,-0.919,-2.015,-8.926,-3.466,-0.403,-1.845,-45.541,-9.063,0.592,-0.168,-88.915,-54.604
CHEMBL3894635,-8.867,-0.261,-0.845,-1.959,-9.935,-3.825,-0.224,-2.484,-57.332,-7.417,0.667,-0.09,-101.709,-64.749
CHEMBL4112117,-8.864,-0.253,-0.828,-1.946,-8.864,-3.556,-0.092,-1.838,-59.254,-7.259,0.705,-0.032,-91.214,-66.513
CHEMBL3403442,-8.864,-0.341,-1.01,-2.082,-9.072,-3.352,-0.336,-2.84,-36.472,-8.669,0.603,-0.022,-63.539,-45.141
CHEMBL3958640,-8.863,-0.227,-0.771,-1.901,-9.672,-4.346,-0.232,-1.507,-59.898,-6.225,0.482,-0.141,-100.403,-66.123
CHEMBL2022379,-8.862,-0.227,-0.771,-1.9,-8.867,-3.795,-0.209,-1.276,-66.194,-5.221,0.56,-0.054,-104.716,-71.415
CHEMBL3931392,-8.861,-0.269,-0.861,-1.971,-9.993,-3.343,-0.352,-2.527,-55.872,-10.501,0.697,-0.1,-110.451,-66.373
CHEMBL4108546,-8.858,-0.221,-0.757,-1.889,-9.965,-3.433,-0.32,-2.993,-55.94,-6.26,0.611,-0.095,-95.966,-62.2
CHEMBL3976860,-8.857,-0.385,-1.095,-2.142,-8.857,-3.614,-0.298,-2.475,-45.342,-5.264,0.587,0,-75.543,-50.607
CHEMBL3976860,-8.857,-0.385,-1.095,-2.142,-8.857,-3.614,-0.298,-2.475,-45.342,-5.264,0.587,0,-75.543,-50.607
CHEMBL4106868,-8.857,-0.26,-0.844,-1.957,-8.857,-3.726,-0.204,-1.766,-56.326,-5.11,0.442,-0.021,-100.249,-61.436
CHEMBL3952252,-8.854,-0.239,-0.797,-1.92,-8.87,-4.093,-0.332,-1.585,-56.931,-3.97,0.581,0,-95.691,-60.901
CHEMBL3962443,-8.851,-0.26,-0.843,-1.955,-9.927,-3.49,-0.024,-2.32,-57.704,-10.088,0.434,-0.128,-106.536,-67.792
CHEMBL3903061,-8.848,-0.316,-0.96,-2.042,-8.848,-3.271,-0.32,-2.622,-50.604,-5.321,0.693,0,-80.029,-55.925
CHEMBL4112293,-8.843,-0.233,-0.782,-1.907,-9.929,-3.251,-0.469,-2.18,-56.822,-12.403,0.673,0,-107.065,-69.225
CHEMBL3931326,-8.842,-0.246,-0.811,-1.929,-8.846,-3.682,-0.285,-1.606,-58.386,-6.37,0.601,0,-90.431,-64.756
CHEMBL4112264,-8.842,-0.285,-0.896,-1.994,-8.847,-3.616,0,-1.261,-45.704,-13.378,0.413,-0.091,-83.325,-59.082
CHEMBL3958291,-8.841,-0.253,-0.826,-1.941,-8.86,-3.116,-0.299,-2.273,-47.157,-9.73,0.651,-0.007,-90.422,-56.888
CHEMBL5080176,-8.841,-0.233,-0.782,-1.906,-10.361,-4.613,-0.562,-1.297,-53.873,-10.864,0.463,-0.028,-102.628,-64.737
CHEMBL3903386,-8.84,-0.295,-0.916,-2.009,-9.98,-3.846,-0.32,-2.237,-45.498,-12.037,0.545,-0.042,-92.279,-57.535
CHEMBL3954291,-8.839,-0.239,-0.796,-1.917,-9.911,-3.519,-0.137,-2.472,-58.698,-8.82,0.575,-0.1,-110.166,-67.518
CHEMBL4745104,-8.837,-0.268,-0.859,-1.965,-8.885,-4.234,-0.38,-0.96,-51.008,-9.69,0.694,0,-91.032,-60.698
CHEMBL4745104,-8.837,-0.268,-0.859,-1.965,-8.885,-4.234,-0.38,-0.96,-51.008,-9.69,0.694,0,-91.032,-60.698
CHEMBL3943289,-8.836,-0.26,-0.842,-1.952,-9.641,-3.984,-0.16,-1.964,-60.513,-7.392,0.602,0,-106.272,-67.905
CHEMBL3977923,-8.836,-0.252,-0.826,-1.94,-8.946,-3.185,-0.203,-2.21,-52.991,-7.858,0.539,-0.058,-90.807,-60.849
CHEMBL4107577,-8.835,-0.233,-0.782,-1.905,-8.835,-3.326,-0.441,-1.579,-50.894,-9.948,0.695,-0.147,-90.866,-60.842
CHEMBL4115121,-8.833,-0.26,-0.842,-1.951,-8.833,-3.264,-0.191,-2.372,-55.946,-6.614,0.797,-0.014,-90.212,-62.561
CHEMBL4466092,-8.833,-0.294,-0.915,-2.007,-9.632,-4.579,-0.109,-2.05,-55.371,-3.987,0.472,0,-84.166,-59.357
CHEMBL3957438,-8.831,-0.327,-0.981,-2.056,-8.831,-4.065,-0.304,-1.489,-51.949,-6.489,0.713,-0.116,-80.062,-58.438
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4783351,-8.831,-0.245,-0.81,-1.927,-8.857,-3.475,-0.631,-1.501,-52.01,-7.7,0.506,0,-85.768,-59.71
CHEMBL4107447,-8.83,-0.276,-0.876,-1.977,-10.061,-3.54,-0.553,-2.606,-54.58,-8.964,0.72,-0.008,-102.806,-63.544
CHEMBL4790895,-8.827,-0.276,-0.876,-1.977,-8.827,-3.389,-0.608,-1.905,-50.123,-6.917,0.618,0,-81.959,-57.039
CHEMBL4782761,-8.827,-0.285,-0.894,-1.991,-10.115,-4.555,-0.283,-2.331,-50.256,-6.272,0.53,-0.023,-87.986,-56.527
CHEMBL4782761,-8.827,-0.285,-0.894,-1.991,-10.115,-4.555,-0.283,-2.331,-50.256,-6.272,0.53,-0.023,-87.986,-56.527
CHEMBL4112572,-8.826,-0.245,-0.81,-1.926,-9.532,-3.936,-0.32,-1.938,-55.157,-6.305,0.376,-0.01,-92.571,-61.462
CHEMBL4793633,-8.825,-0.285,-0.894,-1.99,-8.825,-3.041,-0.16,-2.743,-54.267,-6.437,0.797,0,-82.941,-60.704
CHEMBL3353189,-8.825,-0.304,-0.935,-2.021,-9.692,-3.137,-0.921,-2.326,-48.397,-8.909,0.702,-0.254,-95.495,-57.305
CHEMBL3892202,-8.82,-0.245,-0.809,-1.924,-9.41,-4.239,-0.32,-1.539,-61.697,-5.34,0.575,0,-102.13,-67.038
CHEMBL4114010,-8.819,-0.276,-0.875,-1.975,-9.967,-3.608,-0.513,-2.611,-55.093,-8.616,0.823,-0.01,-99.985,-63.709
CHEMBL5082351,-8.818,-0.304,-0.934,-2.019,-9.516,-3.83,-0.608,-2.177,-45.348,-9.156,0.74,0,-83.73,-54.503
CHEMBL4069060,-8.817,-0.42,-1.158,-2.18,-8.817,-2.727,-0.41,-3.018,-33.078,-8.691,0.396,-0.1,-68.012,-41.769
CHEMBL4069060,-8.817,-0.42,-1.158,-2.18,-8.817,-2.727,-0.41,-3.018,-33.078,-8.691,0.396,-0.1,-68.012,-41.769
CHEMBL3403431,-8.817,-0.294,-0.913,-2.003,-8.817,-3.461,-0.278,-1.634,-31.249,-14.976,0.41,-0.045,-54.435,-46.225
CHEMBL3937006,-8.816,-0.339,-1.004,-2.07,-8.816,-4.016,-0.552,-1.641,-46.884,-7.596,0.886,-0.008,-77.744,-54.481
CHEMBL5080176,-8.815,-0.232,-0.78,-1.901,-10.213,-4.61,-0.591,-1.545,-52.989,-8.216,0.465,-0.05,-95.089,-61.205
CHEMBL3910394,-8.814,-0.267,-0.857,-1.96,-10.166,-3.444,-0.16,-2.672,-57.035,-9.021,0.415,-0.1,-102.328,-66.056
CHEMBL3903182,-8.814,-0.326,-0.979,-2.052,-8.816,-3.611,-0.559,-2.16,-40.985,-7.37,0.669,0,-74.755,-48.354
CHEMBL3950976,-8.812,-0.326,-0.979,-2.051,-8.813,-3.563,-0.545,-1.994,-48.314,-6.428,0.669,0,-78.177,-54.742
CHEMBL4785023,-8.812,-0.304,-0.934,-2.018,-8.812,-2.419,-0.261,-2.683,-38.609,-13.649,0.587,-0.058,-86.006,-52.258
CHEMBL3950483,-8.812,-0.238,-0.794,-1.911,-10.196,-3.817,-0.52,-1.859,-56.812,-10.404,0.489,-0.088,-111.506,-67.215
CHEMBL3893544,-8.81,-0.294,-0.912,-2.002,-9.881,-3.505,-0.165,-2.813,-54.748,-7.76,0.603,-0.1,-97.172,-62.508
CHEMBL209715,-8.809,-0.4,-1.122,-2.153,-8.816,-2.874,-0.538,-2.969,-40.809,-5.335,0.417,-0.012,-64.585,-46.144
CHEMBL4467839,-8.808,-0.304,-0.933,-2.017,-9.161,-3.328,-0.456,-2.455,-45.35,-9.253,0.892,-0.158,-82.376,-54.603
CHEMBL3915142,-8.807,-0.326,-0.979,-2.05,-8.807,-3.602,-0.32,-1.952,-50.013,-7.213,0.65,0,-83.619,-57.226
CHEMBL3907051,-8.806,-0.315,-0.955,-2.033,-8.806,-3.736,-0.139,-2.214,-49.913,-4.253,0.493,-0.076,-78.395,-54.166
CHEMBL3975532,-8.804,-0.339,-1.003,-2.068,-8.805,-3.789,-0.585,-1.846,-43.296,-8.564,0.864,0,-80.854,-51.86
CHEMBL4108523,-8.803,-0.226,-0.765,-1.888,-9.598,-3.483,-0.177,-2.235,-56.492,-10.196,0.657,-0.006,-102.104,-66.688
CHEMBL3907139,-8.803,-0.245,-0.807,-1.92,-9.755,-3.615,-0.335,-2.019,-63.941,-7.885,0.626,-0.032,-103.513,-71.826
CHEMBL3937694,-8.798,-0.338,-1.002,-2.066,-8.799,-3.983,-0.107,-2.125,-53.063,-3.39,0.578,0,-86.157,-56.453
CHEMBL4109340,-8.798,-0.259,-0.838,-1.944,-10.206,-3.862,-0.604,-2.039,-56.785,-9.001,0.519,-0.031,-103.239,-65.786
CHEMBL403433,-8.797,-0.4,-1.12,-2.15,-10.918,-3.126,-0.526,-2.807,-37.11,-20.388,0.622,-0.167,-115.46,-57.498
CHEMBL4101382,-8.797,-0.275,-0.873,-1.97,-8.846,-3.524,-1.42,-0.98,-41.124,-11.421,0.848,0,-81.931,-52.545
CHEMBL4101382,-8.797,-0.275,-0.873,-1.97,-8.846,-3.524,-1.42,-0.98,-41.124,-11.421,0.848,0,-81.931,-52.545
CHEMBL4778959,-8.796,-0.215,-0.74,-1.866,-8.806,-3.63,-0.414,-1.153,-50.068,-10.161,0.46,-0.042,-86.082,-60.229
CHEMBL4106852,-8.795,-0.326,-0.977,-2.047,-8.795,-3.179,-0.48,-1.746,-43.363,-13.194,0.757,0,-79.841,-56.557
CHEMBL4568894,-8.794,-0.214,-0.74,-1.866,-10.722,-4.156,-0.427,-1.83,-52.492,-13.507,0.417,-0.075,-96.67,-65.999
CHEMBL3909411,-8.793,-0.366,-1.057,-2.105,-8.793,-3.55,-0.529,-2.246,-47.656,-8.02,1.118,0,-82.332,-55.677
CHEMBL4108028,-8.792,-0.275,-0.872,-1.969,-10.004,-3.601,-0.46,-2.592,-54.227,-9.571,0.81,-0.014,-103.576,-63.798
CHEMBL3980609,-8.789,-0.338,-1.001,-2.064,-8.79,-3.781,-0.193,-2.314,-47.981,-4.404,0.559,0,-78.947,-52.384
CHEMBL3983043,-8.789,-0.251,-0.821,-1.929,-9.837,-2.951,-0.393,-2.32,-59.484,-9.867,0.535,-0.253,-110.648,-69.351
CHEMBL3601070,-8.785,-0.237,-0.791,-1.905,-8.796,-4.016,-0.298,-0.364,-40.785,-17.586,0.566,-0.008,-83.307,-58.371
CHEMBL3601070,-8.785,-0.237,-0.791,-1.905,-8.796,-4.016,-0.298,-0.364,-40.785,-17.586,0.566,-0.008,-83.307,-58.371
CHEMBL4088523,-8.784,-0.325,-0.976,-2.045,-8.844,-3.994,-0.337,-1.533,-39.341,-10.592,0.742,-0.166,-81.624,-49.933
CHEMBL3952633,-8.784,-0.251,-0.821,-1.928,-8.784,-3.862,-0.315,-1.832,-46.855,-6.237,0.531,-0.028,-75.799,-53.093
CHEMBL4776227,-8.783,-0.274,-0.871,-1.967,-8.783,-3.599,-0.545,-1.697,-44.709,-8.411,0.636,-0.08,-78.407,-53.12
CHEMBL4107849,-8.782,-0.231,-0.777,-1.894,-10.141,-3.856,-0.32,-1.76,-55.983,-11.658,0.366,-0.023,-101.479,-67.641
CHEMBL4748475,-8.781,-0.244,-0.805,-1.916,-8.781,-3.693,-0.394,-1.658,-51.679,-5.988,0.511,-0.065,-82.108,-57.667
CHEMBL1650551,-8.779,-0.303,-0.93,-2.01,-9.411,-3.487,-0.316,-2.128,-47.771,-9.404,0.397,-0.078,-93.041,-57.174
CHEMBL4104005,-8.779,-0.293,-0.909,-1.995,-10.304,-4.346,-0.764,-1.921,-54.362,-8.2,0.675,0,-93.188,-62.563
CHEMBL3923977,-8.778,-0.244,-0.805,-1.915,-9.12,-3.426,-0.076,-2.225,-59.689,-6.107,0.523,-0.014,-96.418,-65.796
CHEMBL3403435,-8.778,-0.382,-1.085,-2.123,-9.005,-3.167,-0.479,-2.65,-30.822,-11.257,0.521,0,-64.705,-42.079
CHEMBL3586484,-8.778,-0.274,-0.871,-1.966,-8.778,-3.791,-0.109,-2.004,-55.747,-4.25,0.55,0,-88.468,-59.997
CHEMBL3586484,-8.778,-0.274,-0.871,-1.966,-8.778,-3.791,-0.109,-2.004,-55.747,-4.25,0.55,0,-88.468,-59.997
CHEMBL3929903,-8.777,-0.338,-1,-2.061,-8.777,-3.375,-0.16,-2.122,-51.741,-8.187,0.695,0,-90.65,-59.928
CHEMBL4748154,-8.777,-0.258,-0.836,-1.939,-8.858,-3.498,-0.535,-1.603,-56.98,-5.519,0.469,-0.014,-89.824,-62.499
CHEMBL3931358,-8.776,-0.325,-0.975,-2.043,-10.124,-3.798,-0.317,-2.316,-46.195,-12.296,0.526,-0.065,-91.46,-58.491
CHEMBL3963886,-8.776,-0.244,-0.805,-1.915,-9.858,-3.296,-0.415,-2.22,-60.375,-9.745,0.695,-0.14,-107.419,-70.12
CHEMBL3926498,-8.774,-0.292,-0.909,-1.994,-8.893,-3.583,-0.14,-2.292,-48.519,-7.018,0.6,0,-81.515,-55.537
CHEMBL3926861,-8.774,-0.337,-1,-2.061,-8.775,-3.972,-0.1,-2.115,-53.427,-3.299,0.578,0,-86.486,-56.726
CHEMBL3590483,-8.773,-0.274,-0.87,-1.965,-8.773,-1.988,-0.766,-2.628,-41.497,-12.21,0.636,-0.121,-85.225,-53.707
CHEMBL3893206,-8.773,-0.313,-0.951,-2.025,-10.425,-3.948,-0.32,-2.288,-45.587,-13.858,0.541,-0.053,-94.128,-59.445
CHEMBL3403429,-8.773,-0.313,-0.951,-2.025,-8.829,-4.24,-0.204,-1.183,-39.712,-11.028,0.487,-0.049,-62.598,-50.74
CHEMBL3946035,-8.773,-0.337,-1,-2.06,-8.773,-3.624,-0.456,-1.998,-42.401,-10.336,0.975,0,-80.346,-52.736
CHEMBL4115048,-8.771,-0.351,-1.026,-2.079,-9.909,-2.764,-0.677,-2.791,-41.591,-14.329,0.585,-0.033,-94.354,-55.92
CHEMBL3890485,-8.768,-0.283,-0.888,-1.977,-9.663,-3.411,-0.402,-2.737,-53.827,-8.736,0.888,0,-97.359,-62.563
CHEMBL4111880,-8.765,-0.292,-0.908,-1.992,-9.815,-3.541,-0.174,-2.803,-54.76,-7.05,0.598,-0.1,-97.694,-61.81
CHEMBL4064661,-8.764,-0.351,-1.025,-2.077,-8.764,-3.502,-0.456,-2.442,-40.917,-4.69,0.451,-0.065,-66.895,-45.607
CHEMBL4064661,-8.764,-0.351,-1.025,-2.077,-8.764,-3.502,-0.456,-2.442,-40.917,-4.69,0.451,-0.065,-66.895,-45.607
CHEMBL3940896,-8.761,-0.337,-0.998,-2.058,-8.761,-3.329,-0.417,-2.467,-47.507,-8.219,1.06,0,-83.82,-55.726
CHEMBL3948096,-8.761,-0.237,-0.789,-1.9,-8.875,-4.53,-0.168,-0.546,-49.13,-10.312,0.489,-0.115,-84.272,-59.441
CHEMBL3903936,-8.76,-0.313,-0.95,-2.022,-8.764,-4.323,-0.322,-1.594,-49.426,-4.609,0.637,0,-77.74,-54.035
CHEMBL3958335,-8.757,-0.313,-0.95,-2.021,-8.757,-3.194,-0.414,-2.604,-42.251,-6.95,0.61,0,-70.072,-49.201
CHEMBL3343040,-8.756,-0.292,-0.907,-1.989,-8.761,-3.556,-0.599,-1.532,-46.183,-8.332,0.609,-0.123,-82.227,-54.515
CHEMBL210658,-8.755,-0.417,-1.15,-2.165,-8.763,-3.135,-0.381,-2.904,-41.599,-4.497,0.454,-0.042,-66.622,-46.096
CHEMBL4750630,-8.755,-0.237,-0.788,-1.899,-10.604,-3.863,-0.762,-1.676,-50.231,-14.464,0.478,-0.1,-101.114,-64.695
CHEMBL4111088,-8.754,-0.274,-0.869,-1.96,-9.985,-3.709,-0.46,-2.623,-54.322,-8.605,0.83,-0.016,-101.121,-62.927
CHEMBL5083433,-8.749,-0.302,-0.927,-2.003,-9.118,-4.292,-0.012,-2.043,-50.818,-4.995,0.519,0,-83.719,-55.814
CHEMBL3963677,-8.749,-0.257,-0.834,-1.933,-10.811,-4.15,-0.472,-1.865,-54.188,-13.924,0.574,-0.1,-118.182,-68.112
CHEMBL3964751,-8.749,-0.282,-0.887,-1.973,-10.193,-3.917,-0.32,-2.043,-48.435,-12.667,0.448,-0.039,-100.572,-61.102
CHEMBL3960645,-8.749,-0.292,-0.906,-1.988,-10.016,-3.759,-0.219,-1.734,-49.056,-14.935,0.436,-0.047,-98.549,-63.99
CHEMBL3622522,-8.748,-0.292,-0.906,-1.988,-10.517,-4.25,-0.471,-2.312,-48.606,-9.268,0.436,-0.1,-98.234,-57.874
CHEMBL3622522,-8.748,-0.292,-0.906,-1.988,-10.517,-4.25,-0.471,-2.312,-48.606,-9.268,0.436,-0.1,-98.234,-57.874
CHEMBL3735401,-8.748,-0.25,-0.818,-1.92,-8.748,-3.583,-0.051,-1.394,-55.5,-8.027,0.279,-0.019,-90.686,-63.527
CHEMBL5088802,-8.747,-0.292,-0.906,-1.987,-9.205,-3.753,-0.16,-1.791,-45.746,-9.849,0.363,-0.1,-90.521,-55.595
CHEMBL4114135,-8.745,-0.236,-0.788,-1.897,-9.617,-3.973,-0.337,-2.24,-57.01,-6.606,0.789,-0.014,-93.701,-63.617
CHEMBL3943689,-8.745,-0.243,-0.802,-1.908,-8.751,-4.062,-0.136,-1.45,-53.079,-6.331,0.513,-0.013,-82.812,-59.41
CHEMBL403395,-8.745,-0.397,-1.114,-2.138,-10.589,-3.055,-0.685,-3.431,-31.88,-16.472,0.839,-0.193,-93.49,-48.352
CHEMBL3939266,-8.744,-0.397,-1.114,-2.137,-8.744,-3.321,-0.516,-2.579,-41.778,-7.087,0.825,0,-73.573,-48.864
CHEMBL3920485,-8.743,-0.224,-0.76,-1.875,-8.883,-3.696,-0.133,-1.541,-54.6,-8.601,0.52,-0.012,-92.876,-63.201
CHEMBL4111939,-8.741,-0.257,-0.833,-1.931,-8.824,-2.939,-0.145,-2.39,-56.152,-8.693,0.794,-0.032,-97.026,-64.846
CHEMBL3929326,-8.741,-0.336,-0.996,-2.053,-8.741,-3.626,-0.32,-1.812,-53.558,-6.311,0.641,0,-86.51,-59.869
CHEMBL3922192,-8.741,-0.291,-0.905,-1.986,-9.603,-3.208,-0.535,-2.83,-54.857,-8.206,0.944,0,-98.942,-63.062
CHEMBL3957910,-8.741,-0.38,-1.081,-2.114,-8.741,-3.418,-0.566,-2.329,-46.03,-7.652,1.021,0,-80.536,-53.682
CHEMBL3403443,-8.738,-0.324,-0.971,-2.034,-8.768,-3.389,-0.479,-1.964,-32.352,-11.451,0.399,0,-62.592,-43.802
CHEMBL3985561,-8.736,-0.257,-0.832,-1.93,-9.67,-3.546,-0.206,-2.464,-55.282,-8.367,0.565,0,-100.193,-63.65
CHEMBL3924141,-8.735,-0.364,-1.05,-2.091,-8.735,-3.414,-0.455,-2.368,-44.088,-7.892,0.89,0,-78.296,-51.98
CHEMBL403662,-8.733,-0.312,-0.947,-2.016,-8.733,-3.834,-0.32,-1.727,-48.501,-6.994,0.622,0,-78.579,-55.495
CHEMBL3949690,-8.733,-0.273,-0.866,-1.956,-9.858,-3.753,-0.323,-2.644,-56.988,-6.271,0.652,0,-96.56,-63.26
CHEMBL3634616,-8.732,-0.312,-0.947,-2.016,-8.732,-3.115,-0.085,-2.422,-43.647,-9.623,0.62,-0.103,-78.849,-53.269
CHEMBL3634616,-8.732,-0.312,-0.947,-2.016,-8.732,-3.115,-0.085,-2.422,-43.647,-9.623,0.62,-0.103,-78.849,-53.269
CHEMBL3944326,-8.732,-0.349,-1.021,-2.07,-8.732,-3.551,-0.43,-2.146,-47.519,-9.39,1.179,0,-86.844,-56.91
CHEMBL3753450,-8.731,-0.323,-0.97,-2.032,-8.731,-2.875,-0.547,-2.795,-37.292,-6.127,0.376,-0.105,-68.409,-43.42
CHEMBL4109278,-8.729,-0.273,-0.866,-1.955,-9.867,-4.259,-0.266,-1.96,-52.818,-7.994,0.482,-0.025,-101.871,-60.811
CHEMBL4471452,-8.728,-0.312,-0.947,-2.015,-8.782,-2.841,-0.454,-2.464,-37.459,-10.389,0.526,-0.117,-78.133,-47.848
CHEMBL4471452,-8.728,-0.312,-0.947,-2.015,-8.782,-2.841,-0.454,-2.464,-37.459,-10.389,0.526,-0.117,-78.133,-47.848
CHEMBL4115548,-8.728,-0.282,-0.884,-1.968,-9.967,-4.05,-0.32,-2.186,-48.913,-8.901,0.412,-0.042,-85.95,-57.814
CHEMBL4483551,-8.727,-0.264,-0.848,-1.941,-10.379,-4.347,-0.522,-1.856,-55.041,-8.667,0.496,-0.098,-85.064,-63.709
CHEMBL3962215,-8.726,-0.379,-1.079,-2.11,-8.726,-3.775,-0.466,-2.123,-41.417,-5.5,0.534,0,-71.444,-46.917
CHEMBL4294631,-8.725,-0.397,-1.111,-2.133,-8.811,-2.422,-0.43,-3.272,-32.979,-8.935,0.403,-0.1,-67.767,-41.914
CHEMBL4294631,-8.725,-0.397,-1.111,-2.133,-8.811,-2.422,-0.43,-3.272,-32.979,-8.935,0.403,-0.1,-67.767,-41.914
CHEMBL4083655,-8.721,-0.379,-1.078,-2.109,-8.721,-2.492,-0.632,-2.871,-37.509,-7.879,0.395,-0.064,-67.575,-45.388
CHEMBL4083655,-8.721,-0.379,-1.078,-2.109,-8.721,-2.492,-0.632,-2.871,-37.509,-7.879,0.395,-0.064,-67.575,-45.388
CHEMBL4109707,-8.721,-0.256,-0.831,-1.927,-10.083,-3.122,-0.467,-2.523,-51.857,-14.02,0.736,-0.012,-113.126,-65.878
CHEMBL4109707,-8.721,-0.256,-0.831,-1.927,-10.083,-3.122,-0.467,-2.523,-51.857,-14.02,0.736,-0.012,-113.126,-65.878
