Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy
CHEMBL3921734,-10.016,-0.286,-0.936,-2.199,-10.034,-4.241,-0.227,-1.724,-57.928,-9.543,0.641,-0.156,-108.019,-67.471
CHEMBL3590471,-10.015,-0.358,-1.086,-2.312,-10.015,-2.414,-0.806,-3.193,-42.8,-13.3,0.658,-0.125,-95.906,-56.1
CHEMBL3928207,-10.014,-0.323,-1.015,-2.259,-10.135,-4.1,-0.32,-2.26,-50.12,-8.801,0.415,-0.043,-95.448,-58.921
CHEMBL3931326,-10.014,-0.278,-0.919,-2.185,-10.018,-4.429,-0.385,-1.608,-62.038,-7.305,0.601,0,-106.18,-69.344
CHEMBL3932139,-10.014,-0.286,-0.936,-2.198,-10.014,-4.003,-0.166,-2.392,-58.464,-6.825,0.627,-0.132,-98.492,-65.29
CHEMBL3965756,-10.014,-0.295,-0.954,-2.212,-10.097,-3.478,-0.587,-2.306,-61.83,-9.4,0.776,0,-109.518,-71.23
CHEMBL3590482,-10.014,-0.313,-0.993,-2.242,-10.017,-3.453,-0.453,-2.138,-48.698,-13.766,0.638,-0.111,-101.229,-62.464
CHEMBL3622514,-10.013,-0.313,-0.993,-2.242,-10.013,-4.231,-0.264,-1.171,-41.873,-18.232,0.48,0,-87.301,-60.105
CHEMBL3622514,-10.013,-0.313,-0.993,-2.242,-10.013,-4.231,-0.264,-1.171,-41.873,-18.232,0.48,0,-87.301,-60.105
CHEMBL4109721,-10.013,-0.371,-1.113,-2.331,-10.018,-4.01,0,-1.806,-48.815,-15.071,0.529,-0.029,-104.794,-63.887
CHEMBL3907139,-10.013,-0.278,-0.918,-2.185,-10.146,-3.736,-0.318,-2.175,-63.489,-8.762,0.624,-0.052,-105.37,-72.25
CHEMBL3944351,-10.013,-0.313,-0.993,-2.242,-10.127,-3.319,-0.002,-3.439,-58.02,-8.015,0.735,0,-102.255,-66.035
CHEMBL3964132,-10.013,-0.257,-0.871,-2.147,-10.013,-3.655,-0.608,-1.659,-55.737,-11.232,0.38,0,-101.09,-66.969
CHEMBL3930748,-10.012,-0.278,-0.918,-2.184,-10.116,-4.104,-0.121,-2.3,-61.277,-8.089,0.686,0,-94.569,-69.366
CHEMBL4109051,-10.012,-0.303,-0.973,-2.227,-11.161,-4.148,-0.52,-1.949,-47.203,-17.605,0.545,-0.088,-121.347,-64.808
CHEMBL3921734,-10.012,-0.286,-0.936,-2.198,-10.029,-4.346,-0.281,-1.766,-56.939,-8.764,0.641,-0.116,-103.745,-65.704
CHEMBL3972812,-10.011,-0.294,-0.954,-2.212,-10.025,-4.092,-0.581,-1.775,-58.681,-8.531,0.636,0,-104.237,-67.212
CHEMBL3949661,-10.009,-0.25,-0.856,-2.135,-10.011,-4.34,-0.312,-1.578,-59.952,-7.46,0.336,0,-103.512,-67.412
CHEMBL4113079,-10.008,-0.294,-0.954,-2.211,-10.013,-3.811,-0.676,-1.852,-47.857,-11.147,0.435,-0.043,-91.479,-59.004
CHEMBL4113814,-10.005,-0.286,-0.935,-2.196,-10.005,-4.468,-0.195,-1.525,-48.399,-12.565,0.487,0,-91.212,-60.963
CHEMBL4111179,-10.005,-0.294,-0.953,-2.21,-10.513,-4.098,-0.373,-1.919,-56.985,-10.226,0.359,-0.1,-103.322,-67.21
CHEMBL207464,-10.004,-0.371,-1.112,-2.329,-10.004,-3.696,-0.363,-3.07,-50.298,-5.05,0.43,-0.033,-83.154,-55.348
CHEMBL3900811,-10.004,-0.303,-0.972,-2.225,-10.133,-3.419,-0.008,-3.349,-60.592,-5.081,0.512,-0.077,-99.859,-65.673
CHEMBL3969785,-10.002,-0.263,-0.885,-2.157,-10.002,-3.996,-0.198,-1.784,-59.592,-9.965,0.471,-0.021,-110.172,-69.557
CHEMBL3622524,-10.002,-0.323,-1.014,-2.256,-10.061,-3.952,-0.365,-2.036,-56.827,-8.093,0.412,-0.065,-97.49,-64.92
CHEMBL3622524,-10.002,-0.323,-1.014,-2.256,-10.061,-3.952,-0.365,-2.036,-56.827,-8.093,0.412,-0.065,-97.49,-64.92
CHEMBL3950330,-10.001,-0.303,-0.972,-2.224,-10.088,-3.328,-0.131,-3.305,-58.178,-6.705,0.59,0,-98.506,-64.883
CHEMBL3621219,-10.001,-0.313,-0.992,-2.239,-10.017,-4.138,-0.263,-1.149,-42.493,-18.789,0.476,0,-89.553,-61.282
CHEMBL3621219,-10.001,-0.313,-0.992,-2.239,-10.017,-4.138,-0.263,-1.149,-42.493,-18.789,0.476,0,-89.553,-61.282
CHEMBL3621219,-10.001,-0.313,-0.992,-2.239,-10.017,-4.138,-0.263,-1.149,-42.493,-18.789,0.476,0,-89.553,-61.282
CHEMBL4110771,-10,-0.345,-1.059,-2.29,-10.102,-3.891,-0.128,-1.965,-53.337,-12.433,0.462,-0.048,-106.634,-65.77
CHEMBL500069,-9.999,-0.455,-1.274,-2.444,-10.059,-3.718,-0.486,-2.681,-40.504,-11.255,0.633,-0.093,-92.287,-51.759
CHEMBL4537124,-9.998,-0.417,-1.202,-2.393,-10.006,-3.199,-0.598,-3.13,-40.605,-10.922,0.689,-0.1,-87.036,-51.527
CHEMBL4439748,-9.997,-0.278,-0.917,-2.181,-9.997,-3.458,-0.364,-2.338,-51.85,-10.901,0.507,-0.116,-103.949,-62.751
CHEMBL4439748,-9.997,-0.278,-0.917,-2.181,-9.997,-3.458,-0.364,-2.338,-51.85,-10.901,0.507,-0.116,-103.949,-62.751
CHEMBL4113086,-9.994,-0.294,-0.952,-2.208,-10.017,-4.224,-0.32,-1.337,-52.049,-13.123,0.436,0,-107.447,-65.172
CHEMBL3976036,-9.992,-0.256,-0.869,-2.143,-9.992,-4.625,-0.258,-1.444,-66.469,-5.266,0.49,-0.042,-111.662,-71.736
CHEMBL3964132,-9.992,-0.256,-0.869,-2.143,-9.992,-3.978,-0.32,-1.615,-61.594,-9.144,0.38,-0.007,-109.649,-70.738
CHEMBL4111625,-9.991,-0.256,-0.869,-2.142,-10.12,-3.962,-0.196,-1.283,-56.263,-14.419,0.42,-0.123,-117.807,-70.682
CHEMBL3586485,-9.989,-0.294,-0.952,-2.207,-9.989,-4.692,-0.276,-1.826,-60.79,-4.276,0.486,0,-102.441,-65.066
CHEMBL3586485,-9.989,-0.294,-0.952,-2.207,-9.989,-4.692,-0.276,-1.826,-60.79,-4.276,0.486,0,-102.441,-65.066
CHEMBL3936790,-9.988,-0.322,-1.012,-2.253,-10.009,-3.792,-0.221,-2.057,-53.739,-11.062,0.407,0,-88.256,-64.802
CHEMBL3962798,-9.988,-0.27,-0.9,-2.166,-9.988,-3.938,-0.19,-2.225,-65.426,-5.32,0.568,-0.134,-94.147,-70.746
CHEMBL4112124,-9.987,-0.322,-1.012,-2.252,-10.082,-3.894,-0.317,-2.131,-55.906,-9.56,0.514,-0.024,-107.51,-65.466
CHEMBL3894436,-9.987,-0.303,-0.971,-2.221,-9.987,-3.953,-0.303,-2.032,-56.501,-7.986,0.465,-0.141,-101.349,-64.487
CHEMBL3953023,-9.987,-0.312,-0.991,-2.236,-10.088,-3.311,-0.271,-3.411,-58.9,-5.238,0.636,0,-99.543,-64.138
CHEMBL3954007,-9.986,-0.27,-0.899,-2.166,-9.987,-4.336,-0.027,-2.183,-57.156,-7.033,0.568,-0.096,-93.704,-64.189
CHEMBL4115033,-9.986,-0.294,-0.951,-2.206,-10.102,-3.146,-0.221,-3.193,-58.78,-8.945,0.739,0,-100.53,-67.725
CHEMBL3978710,-9.986,-0.285,-0.933,-2.192,-9.986,-3.778,0,-2.894,-60.266,-5.571,0.622,-0.087,-99.018,-65.837
CHEMBL3586493,-9.985,-0.333,-1.034,-2.269,-9.986,-4.364,-0.269,-2.173,-55.696,-6.673,0.606,0,-99.19,-62.369
CHEMBL3586493,-9.985,-0.333,-1.034,-2.269,-9.986,-4.364,-0.269,-2.173,-55.696,-6.673,0.606,0,-99.19,-62.369
CHEMBL3980194,-9.985,-0.285,-0.933,-2.192,-9.986,-4.7,-0.226,-1.753,-55.912,-7.628,0.634,0,-99.743,-63.54
CHEMBL3929117,-9.983,-0.27,-0.899,-2.165,-10.009,-4.32,-0.354,-1.593,-57.189,-9.787,0.585,0,-107.414,-66.977
CHEMBL4113003,-9.982,-0.294,-0.951,-2.205,-9.986,-3.84,-0.304,-1.692,-49.82,-13.553,0.397,-0.024,-89.345,-63.372
CHEMBL4107317,-9.981,-0.263,-0.883,-2.152,-9.986,-3.911,-0.32,-1.805,-55.159,-10.553,0.391,0,-102.735,-65.712
CHEMBL3899780,-9.981,-0.263,-0.883,-2.152,-9.981,-4.336,-0.231,-1.502,-61.662,-8.938,0.555,-0.041,-108.924,-70.6
CHEMBL3590475,-9.978,-0.384,-1.137,-2.343,-9.978,-2.995,-0.508,-2.484,-48.398,-14.507,0.757,-0.152,-101.079,-62.905
CHEMBL3919786,-9.976,-0.256,-0.867,-2.139,-10.119,-3.575,-0.312,-2.013,-64.3,-8.812,0.507,-0.19,-106.558,-73.112
CHEMBL4790546,-9.976,-0.293,-0.951,-2.204,-9.976,-4.078,-0.455,-2.031,-47.873,-10.426,0.622,-0.077,-87.83,-58.299
CHEMBL4790546,-9.976,-0.293,-0.951,-2.204,-9.976,-4.078,-0.455,-2.031,-47.873,-10.426,0.622,-0.077,-87.83,-58.299
CHEMBL3921524,-9.976,-0.285,-0.932,-2.19,-9.976,-3.89,0,-2.256,-65.078,-6.792,0.581,-0.138,-107.689,-71.87
CHEMBL3950483,-9.975,-0.27,-0.898,-2.163,-10.089,-3.941,-0.225,-1.742,-57.777,-11.718,0.487,-0.022,-101.91,-69.495
CHEMBL3967335,-9.975,-0.312,-0.99,-2.234,-9.975,-4.258,-0.32,-2.294,-58.069,-4.955,0.543,0,-96.654,-63.024
CHEMBL3922334,-9.974,-0.312,-0.99,-2.233,-10.09,-3.527,-0.346,-2.683,-57.27,-9.412,0.742,0,-103.43,-66.682
CHEMBL3896123,-9.972,-0.356,-1.081,-2.302,-9.972,-4.148,-0.307,-2.224,-45.306,-10.001,0.568,-0.096,-90.465,-55.307
CHEMBL3924029,-9.97,-0.332,-1.033,-2.265,-9.97,-4.071,-0.208,-2.377,-56.931,-7.138,0.603,0,-101.355,-64.069
CHEMBL4115086,-9.97,-0.262,-0.882,-2.15,-11.747,-3.715,-0.627,-2.398,-60.735,-17.358,0.668,-0.035,-130.703,-78.093
CHEMBL3948840,-9.97,-0.312,-0.989,-2.232,-9.97,-3.976,-0.171,-2.515,-57.397,-6.239,0.498,0,-91.741,-63.636
CHEMBL3951842,-9.969,-0.332,-1.033,-2.265,-9.977,-3.951,-0.629,-1.839,-49.735,-11.164,0.603,0,-94.588,-60.898
CHEMBL3937613,-9.967,-0.332,-1.032,-2.265,-9.967,-4.327,-0.592,-1.902,-50.75,-8.092,0.606,0,-92.099,-58.842
CHEMBL4114010,-9.965,-0.311,-0.989,-2.231,-10.057,-3.652,-0.359,-2.612,-58.516,-8.893,0.827,0,-104.552,-67.409
CHEMBL3586487,-9.965,-0.311,-0.989,-2.231,-9.965,-4.485,-0.32,-2.037,-58.089,-5.111,0.548,0,-100.113,-63.2
CHEMBL3586487,-9.965,-0.311,-0.989,-2.231,-9.965,-4.485,-0.32,-2.037,-58.089,-5.111,0.548,0,-100.113,-63.2
CHEMBL4109623,-9.965,-0.332,-1.032,-2.264,-10.044,-3.804,-0.524,-2.339,-55.132,-9.004,0.737,-0.007,-99.472,-64.136
CHEMBL4112564,-9.964,-0.285,-0.931,-2.187,-10.145,-4.474,-0.329,-1.536,-52.283,-10.783,0.426,0,-102.625,-63.067
CHEMBL3590481,-9.963,-0.321,-1.01,-2.247,-9.963,-3.03,-0.475,-2.094,-47.399,-16.872,0.663,-0.127,-101.016,-64.272
CHEMBL4110996,-9.963,-0.302,-0.968,-2.216,-9.968,-3.599,-0.312,-1.937,-50.084,-13.011,0.369,-0.034,-102.373,-63.095
CHEMBL3908895,-9.962,-0.332,-1.032,-2.263,-10.054,-4.125,-0.287,-2.241,-50.199,-8.836,0.434,0,-93.981,-59.035
CHEMBL4109207,-9.961,-0.269,-0.897,-2.16,-9.961,-3.782,-0.523,-2.141,-57.341,-9.064,0.712,0,-93.413,-66.405
CHEMBL3913498,-9.96,-0.311,-0.988,-2.23,-9.962,-4.239,-0.173,-2.22,-56.208,-6.975,0.527,0,-99.558,-63.183
CHEMBL4742305,-9.959,-0.285,-0.931,-2.186,-9.959,-4.055,-0.492,-1.673,-55.581,-9.346,0.539,-0.098,-95.597,-64.927
CHEMBL4742305,-9.959,-0.285,-0.931,-2.186,-9.959,-4.055,-0.492,-1.673,-55.581,-9.346,0.539,-0.098,-95.597,-64.927
CHEMBL4108111,-9.959,-0.311,-0.988,-2.23,-10.058,-3.904,-0.344,-2.101,-48.065,-11.902,0.48,0,-97.168,-59.967
CHEMBL3893544,-9.957,-0.332,-1.031,-2.262,-10.063,-3.496,-0.17,-2.848,-58.177,-7.705,0.606,-0.09,-99.237,-65.882
CHEMBL4109853,-9.956,-0.369,-1.106,-2.318,-10.013,-3.683,-0.32,-2.542,-43.513,-12.081,0.56,-0.039,-96.15,-55.594
CHEMBL3908856,-9.956,-0.243,-0.837,-2.112,-9.962,-3.77,-0.32,-1.84,-61.55,-9.335,0.455,-0.009,-106.521,-70.885
CHEMBL4115314,-9.953,-0.269,-0.896,-2.159,-9.956,-3.922,-0.339,-1.749,-57.298,-9.973,0.455,-0.041,-105.259,-67.271
CHEMBL3905240,-9.953,-0.321,-1.009,-2.245,-9.987,-4.335,-0.312,-2.099,-56.382,-6.648,0.574,0,-101.287,-63.031
CHEMBL3984259,-9.953,-0.332,-1.031,-2.261,-9.953,-4.071,-0.245,-2.435,-56.565,-6.463,0.595,0,-100.65,-63.028
CHEMBL4114946,-9.951,-0.269,-0.896,-2.158,-9.954,-3.837,-0.32,-2.133,-53.585,-9.005,0.382,-0.017,-104.453,-62.59
CHEMBL4110079,-9.95,-0.302,-0.967,-2.213,-10.073,-3.302,-0.456,-2.356,-56.35,-13.418,0.871,0,-108.879,-69.768
CHEMBL4110171,-9.949,-0.255,-0.865,-2.133,-9.949,-3.486,-0.275,-2.251,-61.587,-9.757,0.652,-0.047,-102.999,-71.344
CHEMBL3931420,-9.948,-0.284,-0.93,-2.184,-9.948,-3.825,-0.319,-1.883,-55.347,-9.734,0.414,-0.107,-93.306,-65.081
CHEMBL4082572,-9.948,-0.497,-1.35,-2.49,-9.948,-2.922,-0.501,-3.652,-36.056,-9.847,0.496,-0.088,-82.291,-45.903
CHEMBL4110283,-9.947,-0.301,-0.967,-2.212,-10.066,-3.496,-0.32,-3.153,-51.732,-8.464,0.759,0,-93.706,-60.196
CHEMBL4115518,-9.947,-0.321,-1.008,-2.243,-9.947,-3.484,-0.189,-3.511,-56.798,-5.438,0.892,0,-93.573,-62.236
CHEMBL4106902,-9.947,-0.269,-0.896,-2.157,-10.027,-3.271,-0.587,-2.24,-61.729,-10.358,0.786,-0.076,-111.566,-72.087
CHEMBL3927286,-9.946,-0.262,-0.88,-2.145,-9.949,-4.465,-0.305,-1.569,-59.212,-7.484,0.473,0,-104.25,-66.695
CHEMBL4106923,-9.946,-0.383,-1.133,-2.336,-10.041,-3.39,-0.524,-2.409,-45.994,-12.411,0.544,-0.1,-98.444,-58.406
CHEMBL3894958,-9.946,-0.321,-1.008,-2.243,-9.946,-4.149,-0.32,-2.243,-52.602,-8.548,0.678,0,-95.184,-61.15
CHEMBL3914760,-9.945,-0.255,-0.865,-2.132,-9.945,-3.824,-0.608,-1.585,-54.467,-10.553,0.379,0,-95.354,-65.02
CHEMBL4113046,-9.944,-0.301,-0.967,-2.211,-9.949,-4.245,-0.32,-1.914,-49.957,-8.964,0.372,0,-85.959,-58.921
CHEMBL4113386,-9.944,-0.321,-1.008,-2.243,-9.949,-3.861,-0.268,-2.221,-48.63,-10.257,0.41,-0.039,-101.235,-58.886
CHEMBL4780218,-9.944,-0.292,-0.947,-2.197,-9.944,-2.909,-0.52,-2.144,-51.225,-14.973,0.529,-0.092,-108.925,-66.197
CHEMBL3911443,-9.944,-0.292,-0.947,-2.197,-10.019,-3.449,-0.462,-2.423,-60.981,-10.366,0.92,0,-112.821,-71.347
CHEMBL4108237,-9.943,-0.321,-1.008,-2.243,-9.943,-3.396,-0.864,-2.244,-49.34,-12.915,0.966,0,-92.549,-62.255
CHEMBL3961753,-9.939,-0.276,-0.912,-2.169,-9.939,-4.665,-0.301,-1.541,-61.796,-5.967,0.575,-0.023,-106.823,-67.763
CHEMBL3953542,-9.939,-0.331,-1.029,-2.258,-9.939,-3.395,-0.72,-1.976,-48.48,-12.416,0.538,-0.1,-93.282,-60.896
CHEMBL3984250,-9.939,-0.301,-0.966,-2.21,-9.939,-3.636,-0.175,-2.605,-55.874,-8.881,0.602,0,-96.21,-64.755
CHEMBL3897686,-9.938,-0.292,-0.947,-2.196,-9.939,-4.412,-0.292,-1.861,-57.815,-7.046,0.574,0,-100.301,-64.861
CHEMBL3937613,-9.938,-0.331,-1.029,-2.258,-9.938,-4.091,-0.608,-1.894,-50.389,-9.544,0.606,0,-93.35,-59.933
CHEMBL3967745,-9.938,-0.248,-0.85,-2.119,-9.938,-3.738,-0.608,-1.663,-52.422,-10.671,0.378,-0.085,-94.821,-63.092
CHEMBL3586488,-9.937,-0.331,-1.029,-2.258,-9.94,-4.456,-0.304,-2.236,-57.564,-4.609,0.625,0,-97.273,-62.174
CHEMBL3586488,-9.937,-0.331,-1.029,-2.258,-9.94,-4.456,-0.304,-2.236,-57.564,-4.609,0.625,0,-97.273,-62.174
CHEMBL4107634,-9.937,-0.301,-0.966,-2.21,-10.104,-3.841,-0.279,-2.217,-53.944,-8.529,0.35,-0.139,-96.583,-62.473
CHEMBL4108248,-9.936,-0.248,-0.85,-2.119,-10.732,-3.704,-0.722,-2.2,-60.11,-11.112,0.618,-0.052,-109.548,-71.223
CHEMBL4108248,-9.936,-0.248,-0.85,-2.119,-10.732,-3.704,-0.722,-2.2,-60.11,-11.112,0.618,-0.052,-109.548,-71.223
CHEMBL4111088,-9.934,-0.31,-0.986,-2.225,-10.014,-3.181,-0.068,-3.395,-57.035,-9.014,0.834,0,-102.166,-66.049
CHEMBL3978447,-9.933,-0.32,-1.007,-2.24,-10.046,-3.548,-0.216,-2.739,-57.914,-7.508,0.565,-0.086,-98.807,-65.422
CHEMBL3942281,-9.933,-0.32,-1.007,-2.24,-10.174,-2.974,-0.278,-2.817,-52.337,-13.753,0.575,0,-104.925,-66.089
CHEMBL401633,-9.933,-0.451,-1.265,-2.428,-11.61,-3.346,-0.4,-3.163,-40.752,-20.819,0.56,-0.099,-120.514,-61.571
CHEMBL3925181,-9.932,-0.301,-0.965,-2.209,-9.933,-4.27,-0.32,-1.909,-56.764,-7.189,0.506,-0.023,-100.334,-63.952
CHEMBL3893473,-9.93,-0.342,-1.052,-2.274,-9.936,-4.609,-0.659,-1.538,-47.69,-10.474,0.826,0,-87.86,-58.164
CHEMBL3899780,-9.93,-0.261,-0.878,-2.141,-9.93,-3.708,-0.593,-1.755,-52.409,-11.372,0.555,-0.103,-98.684,-63.78
CHEMBL4111056,-9.929,-0.301,-0.965,-2.208,-10.04,-3.467,-0.153,-3.217,-57.838,-7.279,0.781,0,-101.488,-65.116
CHEMBL4111056,-9.929,-0.301,-0.965,-2.208,-10.04,-3.467,-0.153,-3.217,-57.838,-7.279,0.781,0,-101.488,-65.116
CHEMBL3622532,-9.929,-0.284,-0.928,-2.18,-10.188,-3.713,-0.498,-1.421,-48.131,-16.986,0.498,-0.099,-107.607,-65.118
CHEMBL3622532,-9.929,-0.284,-0.928,-2.18,-10.188,-3.713,-0.498,-1.421,-48.131,-16.986,0.498,-0.099,-107.607,-65.118
CHEMBL4109597,-9.928,-0.31,-0.985,-2.223,-9.928,-3.061,-0.649,-2.487,-56.691,-10.117,0.72,-0.1,-103.928,-66.808
CHEMBL3586494,-9.927,-0.32,-1.006,-2.239,-9.928,-4.361,-0.264,-2.073,-56.186,-6.597,0.569,0,-98.118,-62.783
CHEMBL3586494,-9.927,-0.32,-1.006,-2.239,-9.928,-4.361,-0.264,-2.073,-56.186,-6.597,0.569,0,-98.118,-62.783
CHEMBL4108005,-9.926,-0.331,-1.028,-2.255,-9.931,-4.114,-0.219,-1.867,-51.795,-10.269,0.438,-0.039,-96.557,-62.064
CHEMBL4111214,-9.926,-0.301,-0.965,-2.207,-9.938,-3.822,0,-1.215,-56.146,-17.408,0.556,-0.038,-119.461,-73.554
CHEMBL3902828,-9.925,-0.292,-0.946,-2.193,-9.925,-3.956,-0.042,-2.469,-58.814,-6.601,0.572,-0.099,-94.318,-65.415
CHEMBL3902828,-9.925,-0.292,-0.946,-2.193,-9.925,-3.956,-0.042,-2.469,-58.814,-6.601,0.572,-0.099,-94.318,-65.415
CHEMBL3951041,-9.925,-0.268,-0.894,-2.152,-9.925,-4.22,-0.32,-1.646,-61.81,-7.083,0.529,-0.115,-106.297,-68.893
CHEMBL3931431,-9.924,-0.331,-1.028,-2.255,-9.924,-4.305,-0.31,-2.044,-56.399,-6.664,0.554,0,-97.184,-63.062
CHEMBL4115604,-9.923,-0.254,-0.863,-2.128,-9.999,-3.487,-0.023,-2.204,-69.145,-7.58,0.458,-0.15,-116.093,-76.725
CHEMBL3963318,-9.923,-0.292,-0.945,-2.192,-9.976,-4.025,-0.317,-2.065,-59.804,-7.655,0.569,0,-107.072,-67.459
CHEMBL3938085,-9.923,-0.354,-1.076,-2.29,-9.923,-4.117,-0.272,-2.368,-52.357,-8.253,0.69,0,-100.041,-60.61
CHEMBL3945694,-9.922,-0.261,-0.878,-2.139,-10.036,-3.722,-0.32,-2.069,-53.824,-11.284,0.463,-0.003,-99.122,-65.107
CHEMBL3909791,-9.921,-0.397,-1.16,-2.352,-9.922,-3.59,-0.084,-2.63,-47.655,-12.02,0.598,-0.031,-104.236,-59.674
CHEMBL4108814,-9.921,-0.283,-0.927,-2.178,-9.921,-3.944,0,-2.1,-63.341,-7.457,0.55,-0.141,-104.824,-70.798
CHEMBL3949920,-9.921,-0.342,-1.051,-2.272,-10.016,-3.844,-0.32,-2.319,-46.192,-11.095,0.462,-0.021,-93.531,-57.287
CHEMBL3898529,-9.921,-0.342,-1.051,-2.272,-10.016,-3.844,-0.32,-2.319,-46.192,-11.095,0.462,-0.021,-93.531,-57.287
CHEMBL4107356,-9.921,-0.301,-0.964,-2.206,-10.017,-3.937,-0.319,-1.897,-51.56,-11.638,0.46,0,-104.42,-63.198
CHEMBL3932554,-9.919,-0.268,-0.893,-2.151,-9.994,-3.355,0,-2.99,-66.462,-5.2,0.455,-0.001,-110.913,-71.662
CHEMBL3972360,-9.914,-0.32,-1.005,-2.236,-9.914,-4.068,-0.208,-2.28,-57.555,-6.984,0.567,0,-101.153,-64.539
CHEMBL3983691,-9.914,-0.248,-0.848,-2.114,-9.914,-4.136,-0.32,-1.56,-60.102,-7.893,0.301,-0.009,-105.843,-67.995
CHEMBL4592457,-9.914,-0.184,-0.694,-1.987,-11.626,-4.377,-0.718,-1.723,-67.552,-9.862,0.269,-0.221,-123.604,-77.414
CHEMBL4776639,-9.913,-0.342,-1.05,-2.27,-9.913,-4.065,-0.622,-2.451,-47.135,-7.378,0.711,-0.022,-85.075,-54.513
CHEMBL4776639,-9.913,-0.342,-1.05,-2.27,-9.913,-4.065,-0.622,-2.451,-47.135,-7.378,0.711,-0.022,-85.075,-54.513
CHEMBL4108815,-9.913,-0.33,-1.027,-2.252,-9.938,-4.133,-0.608,-2.034,-49.812,-8.791,0.646,0,-90.365,-58.603
CHEMBL3978540,-9.912,-0.33,-1.027,-2.252,-10.031,-3.688,-0.455,-2.444,-47.736,-11.03,0.598,0,-97.388,-58.766
CHEMBL3933431,-9.912,-0.283,-0.926,-2.176,-9.912,-3.611,-0.32,-1.837,-60.884,-8.888,0.417,-0.183,-106.946,-69.772
CHEMBL3899478,-9.911,-0.242,-0.834,-2.103,-9.988,-4.093,-0.32,-1.605,-60.045,-9.416,0.585,-0.14,-99.806,-69.461
CHEMBL4764582,-9.911,-0.32,-1.004,-2.235,-9.917,-3.733,-0.585,-2.395,-45.919,-8.18,0.422,-0.103,-89.099,-54.1
CHEMBL4764582,-9.911,-0.32,-1.004,-2.235,-9.917,-3.733,-0.585,-2.395,-45.919,-8.18,0.422,-0.103,-89.099,-54.1
CHEMBL4075333,-9.91,-0.413,-1.191,-2.372,-9.917,-3.115,-0.608,-3.336,-33.609,-9.929,0.362,-0.05,-72.481,-43.538
CHEMBL4075333,-9.91,-0.413,-1.191,-2.372,-9.917,-3.115,-0.608,-3.336,-33.609,-9.929,0.362,-0.05,-72.481,-43.538
CHEMBL4075333,-9.91,-0.413,-1.191,-2.372,-9.917,-3.115,-0.608,-3.336,-33.609,-9.929,0.362,-0.05,-72.481,-43.538
CHEMBL4075333,-9.91,-0.413,-1.191,-2.372,-9.917,-3.115,-0.608,-3.336,-33.609,-9.929,0.362,-0.05,-72.481,-43.538
CHEMBL3900908,-9.91,-0.32,-1.004,-2.235,-9.91,-4.493,-0.249,-2.08,-57.747,-5.134,0.57,0,-97.511,-62.881
CHEMBL4112120,-9.91,-0.283,-0.926,-2.176,-9.988,-2.955,-0.464,-2.225,-59.897,-14.177,0.803,-0.026,-112.099,-74.074
CHEMBL3911353,-9.909,-0.268,-0.892,-2.149,-9.933,-4.39,-0.215,-1.518,-58.802,-8.225,0.546,-0.183,-104.485,-67.027
CHEMBL4109716,-9.906,-0.381,-1.129,-2.326,-10.001,-3.381,-0.279,-2.652,-46.632,-12.545,0.544,-0.02,-101.16,-59.177
CHEMBL4109565,-9.906,-0.33,-1.026,-2.251,-9.917,-3.239,-0.32,-2.238,-51.492,-13.713,0.541,-0.03,-104.954,-65.205
CHEMBL3899780,-9.904,-0.261,-0.876,-2.136,-9.904,-4.033,-0.303,-1.691,-58.851,-8.762,0.555,-0.175,-108.617,-67.613
CHEMBL3601074,-9.904,-0.309,-0.983,-2.218,-9.909,-4.009,-0.436,-1.782,-48.411,-12.344,0.59,0,-93.72,-60.754
CHEMBL4109344,-9.903,-0.354,-1.074,-2.286,-9.96,-3.384,-0.304,-2.437,-49.772,-12.318,0.531,-0.03,-95.527,-62.09
CHEMBL4108104,-9.903,-0.268,-0.892,-2.148,-9.903,-3.424,-0.71,-2.1,-53.687,-10.573,0.616,-0.015,-93.16,-64.26
CHEMBL4108104,-9.903,-0.268,-0.892,-2.148,-9.903,-3.424,-0.71,-2.1,-53.687,-10.573,0.616,-0.015,-93.16,-64.26
CHEMBL3940416,-9.902,-0.309,-0.982,-2.217,-10.974,-3.521,-0.503,-2.637,-54.834,-14.711,0.732,-0.098,-121.459,-69.546
CHEMBL3963673,-9.901,-0.341,-1.049,-2.267,-9.908,-3.899,-0.608,-1.975,-47.777,-11.872,0.744,0,-89.701,-59.649
CHEMBL3932526,-9.9,-0.248,-0.846,-2.111,-9.9,-3.735,-0.608,-1.706,-54.117,-9.833,0.378,-0.048,-95.328,-63.95
CHEMBL4106523,-9.9,-0.254,-0.861,-2.123,-10.644,-2.692,-0.819,-2.955,-51.248,-14.442,0.648,-0.098,-106.935,-65.69
CHEMBL3944066,-9.899,-0.319,-1.003,-2.233,-9.9,-4.328,-0.32,-1.804,-55.334,-7.42,0.431,0,-97.818,-62.754
CHEMBL3958291,-9.898,-0.283,-0.925,-2.173,-9.917,-4.594,-0.285,-1.793,-59.114,-6.27,0.651,0,-103.364,-65.383
CHEMBL3893544,-9.897,-0.33,-1.025,-2.249,-10.003,-3.34,-0.326,-2.848,-56.891,-7.778,0.606,-0.084,-99.048,-64.67
