Molecule ChEMBL ID,Smiles
CHEMBL3969090,Cc1ccc(-n2nc(-c3ccc(NS(C)(=O)=O)cc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3943605,Cc1ccc(-n2nc(C3CCN(C(=O)CO)CC3)cc2NC(=O)c2cnn3cc(Br)cnc23)cc1
CHEMBL4085735,CC(C)c1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL4285338,CN(C)[C@H]1CC[C@H](Nc2ncnn3ccc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4283453,CN(C)[C@H]1CC[C@H](Oc2ncnn3ccc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4073229,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1c2ccccc2C[C@@H]1O
CHEMBL4114107,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cncnc32)cc1NC1CC1
CHEMBL3940719,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccnn2C)CC1
CHEMBL3898331,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccn2C)CC1
CHEMBL3899111,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccccn2)CC1
CHEMBL4110352,Cn1nnnc1-c1ccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cc1
CHEMBL4112926,CC(C)(O)CNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3586507,Cc1cnc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3343039,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(N)=O
CHEMBL403490,c1cc(-c2cnc3ccccn23)nc(N2CCCNCC2)c1
CHEMBL402079,NC1CCN(c2cccc(-c3cnc4ccccn34)n2)CC1
CHEMBL255439,c1cc(NCC2CCNCC2)nc(-c2cnc3ccccn23)c1
CHEMBL1270795,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1
CHEMBL3906505,CC(C)Nc1cc(Nc2ccc3nsnc3c2)ncc1-c1nnc(C(=O)N2CC[C@@H](O)C2)s1
CHEMBL4584820,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CCO)CC3)cc2O1
CHEMBL428598,O=C(Nc1ccccc1Cl)c1cccc(-c2cncs2)n1
CHEMBL485323,CNC(=O)CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1
CHEMBL256963,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1
CHEMBL255098,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1
CHEMBL3341771,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1
CHEMBL3960442,CN1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C4CC4)cn3)n2)CC1
CHEMBL3353203,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC[C@@H]2F)c1-c1nc2ccccc2s1
CHEMBL3897625,Cc1ccc(-n2nc(C3CCN(S(=O)(=O)C4CC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3975374,COc1ccc(-n2nc(C3CCNCC3)cc2NC(=O)c2cnn3cc(NC=O)cnc23)cc1
CHEMBL3946413,COCCOc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL4077863,CNC(=O)c1cnc(Nc2ccc3c(cnn3C)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO
CHEMBL3586483,Cc1ccc(-n2nc(-c3ccccc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3586497,Cc1ccc(-n2nc(C3CCN(C(N)=O)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4535152,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1
CHEMBL3952633,O=C(Nc1cc(C2CCN(C3CCC3)CC2)nn1-c1ccc(F)cc1F)c1cnn2cccnc12
CHEMBL255873,N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1
CHEMBL207226,CCCCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL4472816,CN1CCC(CNC(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C1
CHEMBL4287208,CN(C)[C@H]1CC[C@H](Nc2ncnc3ccsc23)CC1
CHEMBL4436754,Cn1cc(NC(=O)c2cccc(-c3ccsc3)n2)c(C(N)=O)n1
CHEMBL414028,O=C(Nc1ccc(N2CCOCC2)cc1)c1csc(-c2cccnc2)n1
CHEMBL260339,O=C(Nc1ccccc1)c1csc(-c2cccnc2)n1
CHEMBL4063689,Cc1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL254545,Cc1cccc(C)c1NC(=O)c1csc(-c2cccnc2)n1
CHEMBL4059689,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCCC1
CHEMBL4075948,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCCO
CHEMBL4293607,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(N)=O)c34)CC2)CC1
CHEMBL4112525,CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CC(F)F)c1
CHEMBL4112384,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cc(C2CC2)n[nH]1
CHEMBL3343055,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(N2CCC(=O)NC2=O)c1
CHEMBL4078264,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@H](O)C1
CHEMBL4059465,CNC(=O)c1cnc(Nc2ccc(C#N)cc2)cc1N[C@@H](c1ccccc1)[C@H](O)CO
CHEMBL4521212,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C)nc34)CC2)CC1
CHEMBL4452765,O=C(Nc1cc2c(cc1N1CCOCC1)C(=O)N(CC1CCOCC1)C2)c1cnn2cccnc12
CHEMBL4282348,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H]5CC[C@H](C(N)=O)CC5)c34)CC2)CC1
CHEMBL3343044,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)ccc1O
CHEMBL3343038,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)O
CHEMBL4649875,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCC(C)(C)O
CHEMBL3915142,O=C(Nc1cc(Cl)ccc1OC1CCCC(O)C1)c1cnn2cccnc12
CHEMBL3915495,COc1ccc(-n2nc(-c3ccncc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4455718,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1
CHEMBL3634509,Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCNC4)nc23)c(C(F)F)n1
CHEMBL3353198,Nc1ccc(-c2cccc(C(=O)Nc3ccc4nc(N5CCOCC5)sc4c3)n2)cn1
CHEMBL3634501,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nn23)c(C(F)F)n1
CHEMBL3353220,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCN)nc12
CHEMBL3634503,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(C(F)(F)F)n1
CHEMBL3986856,Cc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)c(Cl)c1
CHEMBL3950375,O=C(Nc1cc(C2CCN(C3CCC3)CC2)nn1-c1ccc(C2CC2)cc1F)c1cnn2cccnc12
CHEMBL3735401,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
CHEMBL4787051,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1
CHEMBL3353193,CC(C)Nc1cc(Nc2ncc(Cl)cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3634512,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(Cl)n1
CHEMBL3634514,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(Cl)n1
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21
CHEMBL3634502,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCNC4)nc23)c(C(F)(F)F)n1
CHEMBL4559589,Cn1cc(NC(=O)c2cccc(-c3cncc(Cl)c3)n2)c(C(N)=O)n1
CHEMBL3353190,CC(C)Nc1cc(Nc2ncc(C#N)cc2Cl)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4109069,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(-c2ncc(F)cn2)c1
CHEMBL3895603,CC[C@H](C)Nc1cc(-n2ncc3cc(Cl)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4094792,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@@H](O)C1
CHEMBL4098137,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCCC[C@H]1O
CHEMBL4526990,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)c2)c(C(N)=O)n1
CHEMBL4473269,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2O1
CHEMBL4456286,CC1(C)Cc2cc(NC(=O)c3cnn4cc(C#N)cnc34)c(N3CCOCC3)cc2O1
CHEMBL3353187,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl
CHEMBL4081711,CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12
CHEMBL3601082,OC[C@H]1C[C@@H](Nc2nc(Nc3ccncc3)ncc2-c2nccs2)[C@H](O)[C@@H]1O
CHEMBL3353206,Cn1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)cn1
CHEMBL3919594,O=C(Nc1cc2cccnc2cc1OCCCO)c1csc2cncnc12
CHEMBL4068348,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC
CHEMBL4065667,CNC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3)cc1N[C@@H](c1ccccc1)[C@H](O)CO
CHEMBL3601075,COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1
CHEMBL3622512,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL2063926,CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12
CHEMBL4582624,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(CC#N)nc34)CC2)CC1
CHEMBL3343037,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCO
CHEMBL4645407,CC(C)Nc1cc(Nc2ccc3nsnc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4528699,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1
CHEMBL4283847,CN(C)[C@H]1CC[C@H](Nc2ncnc3cc[nH]c23)CC1
CHEMBL3918584,O=C(Nc1cc(C2CCN(S(=O)(=O)C3CC3)CC2)nn1-c1ccc(C2CC2)cn1)c1cnn2cccnc12
CHEMBL3622525,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNC[C@H](O)C2)c1-c1nc2ccccc2s1
CHEMBL4113628,CC(F)(F)Cn1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1
CHEMBL4112750,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC1(O)CCC1
CHEMBL4109995,CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3944928,COc1ccc(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)cc1
CHEMBL3965584,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O
CHEMBL4114108,COC(C)(C)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC(C)C
CHEMBL3925564,CC(C)(O)CCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1
CHEMBL4110171,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(C2CCOCC2)c1
CHEMBL4107284,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1F
CHEMBL4109217,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC(F)(F)F
CHEMBL3977557,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(F)cnc43)cc2NC2CC2)CC1
CHEMBL3898670,COc1cccc(CN2CC(c3cc(NC(=O)c4cnn5cccnc45)n(-c4ccc(C)cc4)n3)C2)n1
CHEMBL3972360,Cc1ccc(-n2nc(C3CCN(C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL4111572,O=c1[nH]c(N2CCN(c3nccs3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3936996,Cc1ccc(-n2nc(C3CCN(C4CCOCC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4115108,CC(O)CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3956292,Cc1ccc(-n2nc(C3CCCN(Cc4cnc(N(C)C)s4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3925792,COc1ccc(C)cc1NC(=O)c1cnn2cccnc12
CHEMBL3940329,COc1ccc(NC(=O)c2cnn3cccnc23)c(OC)c1
CHEMBL4799481,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3cccc(-c4ccn[nH]4)n3)cc2)cc1
CHEMBL3941904,Cc1ccc(-n2nc(C3CN(Cc4ccn[nH]4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3353210,O=C(c1ccc(-n2cc(-c3n[nH]c4ccccc34)nn2)cc1)N1CCOCC1
CHEMBL3353204,NCCNc1cccc2nc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12
CHEMBL3978540,Cc1ccc(-n2nc(C3COCCN3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3949446,Cc1ccc(-n2nc(C3CCNCC3)cc2NC(=O)c2cnn3cccnc23)cn1
CHEMBL3353200,CN1CCN(c2cccc(Nc3ncc(-c4nc5ccccc5s4)c(NC4C[C@H](CO)[C@@H](O)[C@H]4O)n3)c2)CC1.Cl
CHEMBL208116,O=C(Nc1nc2cc(F)ccc2[nH]1)c1cccc([N+](=O)[O-])c1
CHEMBL208667,O=C(Nc1nc2cc(F)c(F)cc2[nH]1)c1cccc([N+](=O)[O-])c1
CHEMBL209202,CC(C)n1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21
CHEMBL3586498,Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3924141,COc1ccc(/C=C/CO)cc1NC(=O)c1cnn2cccnc12
CHEMBL3980233,CN(CCCO)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12
CHEMBL3928306,Cc1ccc(-n2nc(C3CCC(NC=O)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3982232,O=C(Nc1cc2ccccc2cc1OC1CCC(O)C1)c1cnn2cccnc12
CHEMBL3972219,Cc1ccc(-n2nc(-c3cncc(N4CCN(C)CC4)c3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3972248,Cc1ccc(-n2nc(C3CCN(C(C)c4cccc(F)n4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4278882,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1
CHEMBL4108684,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cccc(C#N)c1F
CHEMBL404473,Cc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1
CHEMBL4592457,COc1cc2nn(C3CCN(CCOCCOc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1
CHEMBL4570072,O=C1CCC(N2C(=O)c3ccc(OC4CCC(CN5CCN(Cc6ccc7c(c6)nc(NC(=O)c6cccc(C(F)(F)F)c6)n7[C@H]6CC[C@@H](CO)CC6)CC5)CC4)cc3C2=O)C(=O)N1
CHEMBL4108381,O=c1[nH]c(NC2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3965265,O=C1Cc2cc(N3CCCCC3)c(NC(=O)c3cnn4cccnc34)cc2N1
CHEMBL3931877,O=C(Nc1cccc(NCCCO)c1N1CCCCC1)c1cnn2cccnc12
CHEMBL3891363,Cc1ccc(-n2nc(C3CCN([S+]([O-])Cc4ccccn4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3586510,Cc1ccc(-n2nc(N3CCN(C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3936790,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL4108757,O=c1[nH]c(N2CCC(n3ccnn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3586504,CS(=O)(=O)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C4CC4)cc3F)n2)CC1
CHEMBL3586509,Cc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL4109251,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(OC(F)(F)F)cc2)cs1
CHEMBL4108814,CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(C(F)F)c1
CHEMBL4115314,O=c1[nH]c(N2CCN(c3nnc(C4CC4)o3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4115029,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2c(C3CC3)nccc2s1
CHEMBL3901226,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1
CHEMBL3907736,CC(=O)NC1CCN(C(=O)c2nnc(-c3cnc(Nc4ccc5ncsc5c4)cc3NC(C)C)s2)C1
CHEMBL3622516,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3933655,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(C)C)nc12
CHEMBL4108513,Nc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3622518,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3622523,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCCNC2)c1-c1nc2ccccc2s1
CHEMBL4061227,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCOC4)c23)CC1
CHEMBL4550566,CC1(C)Cc2cc(NC(=O)c3cnn4cc(C5CC5)cnc34)c(N3CCOCC3)cc2O1
CHEMBL4080656,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)c1ccccc1
CHEMBL4064608,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1
CHEMBL3361252,CN(C)[C@H]1CC[C@H](Nc2ncnc3sc4c(c23)CCC4)CC1
CHEMBL4075333,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCO4)c23)CC1
CHEMBL4111756,CCN1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL4089379,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCOCC4)c23)CC1
CHEMBL4110722,CC(C)(O)c1cccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1
CHEMBL4097847,CN(C)[C@H]1CC[C@H](Nc2ncnc3sccc23)CC1
CHEMBL4111965,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cc2ccccc2cn1
CHEMBL3403450,OC[C@H]1C[C@@H](Nc2nc(NC3CCC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL3892790,Cc1ccc(-n2nc(C3CCN(C4CCCC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4110283,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCCOC1
CHEMBL3634614,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C#N)n1
CHEMBL3951282,COCC(C)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C)cc3)n2)CC1
CHEMBL3890904,Cc1ccc(-n2nc(-c3cnn(C)c3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3976036,Cc1ccc(-n2nc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3936469,Cc1ccc(-n2nc(C3CCN(C4CCC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3957868,COc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4112444,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2N[C@@H]2CCCC[C@H]2F)CC1
CHEMBL4115117,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CCC#N)c1
CHEMBL4107486,O=c1[nH]c(N2CC[C@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4113747,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(S(C)(=O)=O)c1
CHEMBL3931506,COC(=O)NCC1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C)cn3)n2)CC1
CHEMBL4112769,O=c1[nH]c(N2CCC(c3cccnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4109857,O=c1[nH]c(N2CCC(c3ccncc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4107379,O=c1[nH]c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3961117,CC(C)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12
CHEMBL4114571,COC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1
CHEMBL3945695,Cc1ccc(-n2nc(-c3c(F)cccc3OCc3ccccc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4114255,COc1ccc(N2CCC3(CCN(c4nc(N[C@@H]5CCCNC5)c(-c5nc6ccccc6s5)c(=O)[nH]4)C3)C2)cc1
CHEMBL4070214,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1
CHEMBL3953074,Cc1ccc(-n2nc(C3CCN(C4CC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4112564,O=c1[nH]c(C2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3908895,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1
CHEMBL4107481,Cc1nonc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL4111939,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCC(F)(F)F
CHEMBL4111358,O=c1[nH]c(N2CCN(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4114259,CC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1
CHEMBL4110735,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(N)C1
CHEMBL3586503,Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)c(F)c1
CHEMBL4110996,CN1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1
CHEMBL3893206,O=c1[nH]c(N2CCOCC2)nc(NC2CNC2)c1-c1ccc2ccccc2n1
CHEMBL3899755,Cc1ccc(-n2nc(C3CCNCC3)cc2NC(=O)c2cnn3cccnc23)c(F)c1
CHEMBL4108414,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ncc(F)cn1
CHEMBL3970117,Cc1ccc(-n2nc(C3CCNC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3958640,CCS(=O)(=O)N1CC(N2CCC(c3cc(NC(=O)c4cnn5cccnc45)n(-c4ccc(C)cc4)n3)CC2)C1
